,team,opponent,goals,total_score,total_count,rank_difference,home
22294,Mozambique,Madagascar,0,318.75,3,-5.083333333333343,1
13822,Tanzania,Mauritius,4,320.8333333333333,3,-63.33333333333334,0
17072,Tanzania,DR Congo,0,233.5,12,135.75,1
14599,Greenland,Menorca,0,0.0,0,0.0,0
7405,Iran,Qatar,1,0.0,12,-87.0,0
24957,Israel,Slovakia,3,1267.25,5,57.5,0
23431,Uruguay,Japan,3,1321.6666666666667,7,-40.75,0
17066,China PR,Kuwait,2,460.5,10,-22.416666666666657,1
15297,South Africa,Guatemala,5,465.9090909090909,13,-50.54545454545455,1
20849,Estonia,Sweden,1,333.0,4,67.83333333333334,0
12431,Algeria,Argentina,3,422.0,5,74.16666666666666,1
18572,Spain,Ecuador,2,1546.083333333333,6,-14.666666666666664,0
9199,New Zealand,Iran,0,533.75,2,62.0,0
16663,Australia,Saudi Arabia,3,852.4166666666665,7,-68.08333333333333,0
16492,South Africa,Burkina Faso,3,588.8333333333334,15,2.0833333333333286,1
18115,Philippines,Burma,1,198.16666666666663,12,141.08333333333334,0
12444,England,Estonia,3,1211.6666666666667,4,-108.91666666666666,0
8276,Botswana,DR Congo,0,298.54545454545456,0,137.9090909090909,0
21877,Moldova,Austria,0,135.91666666666666,6,125.5,0
7572,Trinidad and Tobago,Honduras,1,613.3333333333334,13,-7.2500000000000036,0
13333,Brunei,Philippines,0,0.0,0,-174.58333333333337,0
659,Wales,Republic of Ireland,1,43.8,8,18.4,0
23367,Bahamas,Antigua and Barbuda,0,425.41666666666674,0,77.91666666666666,1
2496,Ethiopia,Somalia,5,17.8,1,-58.444444444444464,1
20935,Thailand,Iraq,2,275.5833333333333,1,18.41666666666667,0
8927,Lithuania,Latvia,1,435.16666666666674,3,25.58333333333333,0
16102,Kuwait,Jordan,1,335.6666666666667,10,11.25,0
11115,Guatemala,Costa Rica,3,570.4166666666666,8,38.0,1
8183,Iran,Iraq,0,0.0,10,-62.72727272727273,0
10484,Saudi Arabia,Tajikistan,3,661.3333333333334,9,-108.66666666666669,1
23498,Costa Rica,Chile,3,1193.4166666666667,10,19.666666666666664,0
3101,Cuba,Panama,3,30.7,5,-44.3,0
24250,Tajikistan,Kyrgyzstan,1,1157.375,0,119.0,1
19233,Artsakh,Ellan Vannin,2,0.0,0,0.0,0
5775,Turkmenistan,Nepal,5,295.25,1,-39.41666666666666,1
21328,Turkey,Czech Republic,2,912.8333333333335,5,-12.75,0
21878,Mauritius,Comoros,0,157.66666666666666,4,15.916666666666654,0
1996,Chile,Mexico,2,39.6,3,29.8,0
20226,Russia,Austria,0,815.0,7,11.166666666666664,1
14608,Greenland,Shetland,3,0.0,0,0.0,1
21182,Jordan,United Arab Emirates,3,394.25,7,20.333333333333343,0
5148,Bermuda,Bahamas,6,113.33333333333331,0,-20.133333333333358,1
18197,Italy,Brazil,2,1140.4166666666667,7,-7.916666666666668,1
19247,Tamil Eelam,Iraqi Kurdistan,0,0.0,0,0.0,1
6549,Iceland,Northern Ireland,1,534.4166666666666,3,-41.75000000000001,1
15813,Luxembourg,Algeria,0,188.63636363636363,4,94.45454545454548,1
22304,Cameroon,São Tomé and Príncipe,2,732.1666666666665,7,-131.58333333333334,0
10873,Ynys Môn,Orkney,2,0.0,0,0.0,0
9658,Morocco,Argentina,0,640.9166666666666,7,28.083333333333336,1
10994,Sweden,Bulgaria,3,721.9166666666665,8,-28.666666666666664,1
9754,Eswatini,Mozambique,1,0.0,7,-126.83333333333331,0
13641,Lebanon,Singapore,1,169.91666666666666,2,15.75,1
12307,Bulgaria,Albania,0,764.9166666666665,3,-44.91666666666666,1
4064,Qatar,Iran,0,35.5,6,78.7,0
20705,Guinea,Namibia,1,628.0,5,-65.25,0
8036,Germany,Cameroon,2,736.2727272727273,6,-11.545454545454545,0
19182,Latvia,Estonia,0,303.9166666666667,3,15.0,1
12371,Zimbabwe,Burkina Faso,1,370.5,3,9.833333333333343,1
1109,Venezuela,Bolivia,1,15.6,0,37.4,1
18491,Canada,Martinique,0,404.66666666666674,5,89.0,1
15020,Zambia,North Korea,4,393.0,4,86.25,1
6010,Kenya,Malawi,0,376.25,5,-6.833333333333344,1
18129,Israel,Finland,2,521.5833333333334,4,-8.333333333333329,1
7555,Italy,Hungary,1,739.5833333333335,7,-51.08333333333334,1
23204,Macau,Northern Mariana Islands,1,491.83333333333326,2,185.08333333333331,0
20845,Afghanistan,Sri Lanka,5,193.16666666666663,4,-42.41666666666666,1
9299,Thailand,Hong Kong,4,531.8333333333334,7,-77.5,1
353,Greece,Cyprus,2,38.0,0,-41.0,1
1133,Venezuela,Brazil,1,15.6,0,90.4,1
19419,Norway,England,0,522.6666666666666,6,45.83333333333334,0
16816,Oman,Qatar,0,315.6666666666667,7,10.0,0
7424,Malta,Bosnia and Herzegovina,0,318.75,5,54.25,0
10944,Malta,Northern Ireland,1,352.91666666666674,6,23.08333333333333,1
23014,Croatia,Brazil,0,1355.0,4,8.5,1
14579,Padania,Sápmi,4,0.0,3,0.0,1
3011,Honduras,Cuba,4,39.9,5,-23.40000000000001,1
22913,Uganda,Malawi,0,889.0,7,-46.25,1
18071,Togo,Ivory Coast,1,481.08333333333326,8,73.58333333333333,0
9229,Burkina Faso,Zimbabwe,1,501.33333333333326,3,20.083333333333336,1
18863,Denmark,Norway,2,836.25,7,-10.916666666666668,1
4945,Singapore,Vietnam,0,369.66666666666674,3,-7.5,0
16025,Cameroon,North Macedonia,1,592.8333333333334,10,-43.91666666666666,0
19011,Mozambique,Mali,1,282.0,4,54.83333333333333,1
36,Russia,Israel,2,52.0,0,-56.0,0
19716,Cambodia,Philippines,0,30.83333333333333,3,58.91666666666666,0
17498,Croatia,Switzerland,2,1067.25,5,-8.749999999999998,1
7640,Morocco,Zambia,1,616.4166666666666,8,-26.16666666666667,1
12267,Luxembourg,Belarus,1,62.08333333333334,8,101.75,1
15019,Uruguay,Costa Rica,1,869.3333333333335,4,-19.08333333333333,1
23141,Japan,Poland,0,1017.0,9,40.75,1
13506,Senegal,Gambia,0,631.5833333333334,5,-47.74999999999999,0
1037,Argentina,Brazil,1,55.2,2,5.199999999999998,0
10044,Russia,Lithuania,4,651.75,4,-79.25,1
2825,Kenya,Algeria,3,22.2,3,56.5,1
11446,Tajikistan,Bangladesh,6,251.72727272727272,1,-18.27272727272728,0
4245,Spain,France,0,57.9,2,8.5,0
4032,South Korea,Uzbekistan,2,0.0,8,-90.8,1
21197,France,Scotland,3,1066.0833333333333,6,-35.58333333333333,1
23262,Oman,Lebanon,0,844.5833333333335,5,7.333333333333344,0
2713,Norway,Spain,0,52.5,6,10.9,1
15861,Iraq,Oman,0,340.72727272727275,8,0.9090909090909064,0
22807,Azerbaijan,Belarus,0,753.5833333333335,4,31.66666666666667,1
13197,Oman,Bahrain,0,378.58333333333326,11,13.0,1
15411,Uruguay,Netherlands,2,1048.090909090909,4,9.363636363636363,1
24249,Myanmar,Mongolia,0,1076.75,4,-47.875,0
17496,China PR,Ghana,1,460.5,10,47.66666666666667,1
10404,Thailand,East Timor,8,538.8333333333334,2,65.16666666666667,0
708,Barbados,Guyana,3,11.0,2,-23.799999999999986,0
20827,Sudan,Rwanda,1,315.6666666666667,4,24.083333333333343,0
2856,Panama,Belize,4,18.4,1,-60.7,1
10085,Italy,Norway,2,728.3333333333335,6,-27.58333333333333,1
5536,Denmark,Iran,0,651.8333333333334,3,15.75,1
13003,Tunisia,Austria,0,671.3333333333334,4,-36.66666666666666,0
2784,Kenya,Uganda,2,22.2,1,14.799999999999995,0
4077,Austria,Belarus,4,49.5,4,-67.5,1
17089,Bahrain,Indonesia,10,333.1666666666667,7,-51.5,1
5981,Syria,Maldives,2,388.5,0,-49.08333333333333,1
5736,Armenia,Georgia,1,438.0,6,23.08333333333333,0
5647,Yugoslavia,Catalonia,0,653.1666666666666,0,16.416666666666668,0
9035,Turkey,Moldova,2,735.4166666666665,6,-101.08333333333331,1
23302,South Korea,Chile,0,0.0,6,-10.833333333333336,1
15476,Antigua and Barbuda,Saint Kitts and Nevis,1,207.72727272727272,1,121.9090909090909,0
23895,Bulgaria,Czech Republic,1,1391.25,3,13.0,0
11272,Egypt,South Africa,1,768.8181818181819,9,-38.0,1
16463,Equatorial Guinea,Guinea-Bissau,1,126.75,1,2.25,1
14803,Honduras,Mexico,0,719.8333333333335,4,15.250000000000005,0
479,Egypt,Kuwait,1,45.0,0,-50.0,1
8687,Northern Ireland,Greece,0,400.91666666666674,4,75.0,1
13214,Botswana,Mozambique,1,298.4166666666667,7,21.0,1
16534,Tuvalu,New Caledonia,0,0.0,0,-157.5,0
5581,Turkey,Republic of Ireland,1,558.1666666666666,2,0.5833333333333357,0
266,Vanuatu,Solomon Islands,1,0.0,0,23.0,1
22016,Botswana,DR Congo,0,237.16666666666663,4,131.41666666666666,0
4035,Maldives,India,1,4.2,4,58.10000000000001,0
1090,Senegal,Sierra Leone,1,31.0,5,-23.39999999999999,1
17047,Libya,Senegal,2,595.3333333333334,1,-18.166666666666664,1
24026,Tunisia,Burundi,2,1497.625,5,-115.375,1
20094,Botswana,Mozambique,1,301.9166666666667,8,12.416666666666654,1
15653,Gabon,Oman,0,707.9090909090909,4,-53.54545454545454,0
8862,Angola,Nigeria,2,482.91666666666674,4,50.58333333333333,0
8965,Guatemala,El Salvador,2,517.6666666666666,4,-20.91666666666667,0
3193,Kuwait,Saudi Arabia,1,30.4,3,37.7,1
11081,Liechtenstein,Portugal,1,343.25,5,126.41666666666669,0
6315,Algeria,Morocco,1,457.16666666666674,2,53.08333333333334,0
23421,Armenia,North Macedonia,4,814.1666666666665,6,25.41666666666667,1
2337,Germany,Georgia,4,60.2,7,-84.0,1
1197,Saudi Arabia,Costa Rica,1,35.8,9,3.200000000000003,1
22395,Azerbaijan,San Marino,5,370.16666666666674,5,-110.41666666666669,1
7778,Kuwait,United Arab Emirates,2,492.09090909090907,10,10.818181818181813,1
9871,Libya,Cameroon,0,524.0,5,57.16666666666666,1
4980,Peru,Ecuador,2,513.0,2,-3.75,0
5516,Serbia,Croatia,2,0.0,9,-5.833333333333332,0
5134,Republic of Ireland,Sweden,2,561.0833333333334,4,23.583333333333336,1
15936,Egypt,Uganda,1,748.5833333333335,8,-52.25,1
23849,Haiti,El Salvador,0,1259.625,4,21.125,0
1753,Zimbabwe,Malawi,1,34.9,7,-32.8,0
3007,Oman,Mali,1,25.6,0,24.200000000000006,1
14268,Sweden,Austria,2,743.0833333333335,8,-37.49999999999999,0
9568,Syria,Palestine,1,499.41666666666674,5,-45.08333333333334,1
10029,Faroe Islands,Malta,3,355.08333333333326,5,1.5,1
13252,Bahrain,Japan,1,430.83333333333326,6,40.50000000000001,1
17961,Uganda,Kenya,2,396.33333333333326,6,-34.41666666666667,1
21484,Qatar,Uzbekistan,0,414.33333333333326,9,21.166666666666664,1
5950,Mongolia,South Korea,0,25.25,0,197.33333333333331,0
8934,Botswana,DR Congo,0,359.16666666666674,6,124.5,1
21161,Yemen,Maldives,2,148.58333333333334,5,0.9166666666666572,0
21626,Brunei,East Timor,4,0.0,1,0.0,1
13254,Belarus,Turkey,2,522.25,5,45.66666666666667,1
10568,Guatemala,Costa Rica,0,570.4166666666666,8,38.0,1
1649,Malta,Slovakia,1,22.5,6,27.5,0
21528,United States,Cuba,2,0.0,5,-134.58333333333334,0
16067,El Salvador,Cuba,1,396.5,3,-4.25,0
5510,Canada,El Salvador,2,399.5,1,0.5,1
9970,Costa Rica,Colombia,0,661.4166666666666,7,-9.083333333333332,0
6339,Argentina,Ecuador,2,739.25,5,-60.33333333333334,1
17193,Guyana,Panama,0,322.0,4,58.25,0
16101,Latvia,Israel,1,433.0,8,37.083333333333336,0
23353,Chile,Peru,0,1397.083333333333,9,-4.666666666666666,0
3132,Netherlands,Wales,3,58.0,4,-62.90000000000001,0
6246,Madagascar,Mauritius,1,284.4166666666667,3,6.833333333333329,1
11896,Belgium,Serbia,0,577.7272727272727,5,20.10606060606061,0
2220,Zambia,Mauritius,2,46.4,8,-116.6,1
15746,Guyana,Suriname,2,234.3636363636364,2,-15.636363636363626,0
21178,Romania,Georgia,5,857.3333333333335,3,-98.0,1
3930,Jamaica,Colombia,1,48.9,10,27.8,1
16329,Western Isles,Åland Islands,0,0.0,0,0.0,1
10192,Armenia,Finland,1,403.33333333333326,4,72.41666666666666,0
7030,Zambia,Angola,1,547.5833333333334,12,2.5,1
19469,Barbados,Bonaire,4,119.25,0,160.0,0
774,Poland,Finland,2,46.2,4,-22.4,1
573,Ghana,Algeria,2,34.0,0,9.0,1
7242,England,Greece,2,685.25,5,-38.75,0
17074,Iceland,Japan,1,301.5833333333333,4,90.16666666666666,0
1465,Guadeloupe,Suriname,2,0.0,2,-101.8,1
6167,Colombia,Venezuela,3,649.75,3,-93.75,1
3367,DR Congo,Congo,1,0.0,4,-97.1,1
22844,Guinea,Mauritania,0,934.5,6,-35.83333333333333,0
3438,Kuwait,Egypt,2,43.5,15,19.700000000000006,1
7492,Azerbaijan,North Macedonia,1,371.91666666666674,4,36.25,1
14946,Paraguay,Qatar,0,877.3333333333335,3,-69.25,1
13129,Japan,Chile,0,719.9166666666665,8,-4.25,1
15653,Oman,Gabon,1,350.1818181818182,11,53.54545454545454,1
23657,Kyrgyzstan,South Korea,0,0.0,5,0.0,1
10221,Guinea,Morocco,1,490.25,4,56.33333333333334,1
24103,Madagascar,Nigeria,2,1236.625,4,61.625,1
8568,Moldova,Israel,0,408.25,5,63.91666666666666,0
14784,Armenia,Belgium,2,278.0833333333333,5,55.66666666666666,1
24173,Mali,Guinea-Bissau,4,1379.625,2,-60.0,0
13847,Mali,Congo,0,617.0833333333334,6,-40.333333333333336,0
13660,Arameans Suryoye,Provence,5,0.0,0,0.0,1
9771,Grenada,Saint Lucia,2,303.0,0,144.25,1
12030,East Timor,Cambodia,1,0.0,0,-183.72727272727272,0
5787,El Salvador,Panama,1,429.91666666666674,8,-32.66666666666666,0
6797,China PR,Sweden,0,519.6666666666666,13,45.83333333333334,1
16410,Madagascar,Iran,0,128.5,1,151.75,0
16510,Indonesia,Palestine,4,194.83333333333331,11,-33.83333333333334,1
9206,Indonesia,Bhutan,2,471.33333333333326,1,-107.08333333333334,0
883,Estonia,Malta,0,9.6,3,30.60000000000001,1
7303,Trinidad and Tobago,Jamaica,1,613.3333333333334,12,-17.416666666666668,1
20342,Guatemala,Trinidad and Tobago,1,373.5,0,31.25000000000001,0
874,United Arab Emirates,Japan,1,31.8,9,11.199999999999996,1
9865,France,Croatia,2,812.4166666666665,4,-20.5,0
11458,Lesotho,Mozambique,0,183.63636363636363,3,17.0,1
12936,United Arab Emirates,Vietnam,5,345.08333333333326,7,-39.91666666666667,1
14974,Slovenia,Russia,1,585.5833333333334,4,44.66666666666666,0
11,Portugal,Spain,0,38.0,0,18.0,1
19790,Lithuania,Ukraine,0,322.6666666666667,5,80.91666666666666,0
10713,France,Hungary,2,770.4166666666665,9,-62.66666666666666,1
21843,Djibouti,Burundi,0,44.33333333333334,1,56.416666666666686,0
3645,Slovakia,Iceland,3,53.4,4,-53.1,1
10448,Martinique,Cuba,0,0.0,3,-75.66666666666667,1
17154,Palestine,Nepal,2,149.41666666666666,8,-3.5833333333333433,0
3813,Australia,Tahiti,2,50.5,7,-128.7,1
19278,Morocco,Russia,0,417.83333333333326,6,56.08333333333333,0
4523,South Korea,Mexico,1,0.0,14,-8.1,1
7231,Japan,Brazil,0,604.0833333333334,11,33.416666666666664,1
25193,Kazakhstan,France,0,1145.3333333333333,3,121.33333333333331,1
21883,Albania,Italy,0,565.8333333333334,5,48.25,0
13094,Angola,Egypt,3,499.25,6,38.83333333333333,1
10917,Ukraine,Israel,0,620.6666666666666,3,-6.0,1
6664,Djibouti,Ethiopia,2,48.66666666666666,2,50.83333333333334,0
10835,Argentina,Germany,2,779.9166666666665,7,-13.166666666666664,0
12555,Bahrain,Vietnam,3,335.0833333333333,4,-37.66666666666667,0
12581,Menorca,Ynys Môn,6,0.0,0,0.0,1
13249,Armenia,Kazakhstan,1,366.41666666666674,4,-29.75,1
12431,Argentina,Algeria,4,1515.5,3,-74.16666666666666,0
1419,Romania,Northern Ireland,0,55.3,9,-30.1,0
7528,China PR,Uzbekistan,2,519.6666666666666,13,-1.75,1
8106,Chad,Sudan,0,152.1818181818182,0,59.27272727272727,0
4180,Sierra Leone,Mali,1,34.4,4,9.0,0
4756,Bahrain,Syria,2,18.9,4,31.700000000000014,1
5831,Lesotho,Botswana,0,217.66666666666663,1,-10.916666666666687,0
1108,Mexico,Canada,8,50.8,5,-30.000000000000004,1
11090,Tunisia,Morocco,2,650.0,13,-1.75,1
18068,Burkina Faso,Nigeria,1,579.5833333333334,9,19.833333333333336,0
24532,Armenia,Finland,0,1222.75,3,43.0,0
13043,Sierra Leone,Guinea-Bissau,0,96.66666666666669,1,-30.75,0
8054,Spain,Republic of Ireland,1,752.0909090909091,6,-10.545454545454547,1
5886,Chile,Honduras,5,629.3333333333334,6,-35.33333333333333,1
20352,El Salvador,Jamaica,0,357.91666666666674,1,26.333333333333343,0
3542,Luxembourg,Israel,0,17.4,3,80.69999999999997,1
8359,Spain,Bulgaria,1,752.0909090909091,6,-44.72727272727273,1
5366,Uruguay,Brazil,0,507.83333333333326,2,53.75,0
18508,Haiti,Trinidad and Tobago,2,524.3333333333334,4,-14.5,0
337,Mali,Malawi,1,22.0,0,16.0,0
19949,Macau,Cambodia,1,53.5,2,6.8333333333333135,1
2333,Czech Republic,Norway,2,46.6,2,20.4,1
12910,Guinea-Bissau,Sierra Leone,0,23.66666666666667,0,30.75,0
12933,Sri Lanka,Qatar,0,90.41666666666669,1,77.41666666666666,0
23403,Nicaragua,Anguilla,6,701.5,3,-80.25,1
11790,Austria,Venezuela,0,505.8181818181818,4,-1.8181818181818135,1
18828,Moldova,Montenegro,5,267.4166666666667,5,88.66666666666666,0
22088,Comoros,Malawi,0,207.41666666666663,4,27.083333333333343,0
4284,Jamaica,Guatemala,3,52.4,14,-44.1,0
15102,Ivory Coast,Ghana,3,0.0,4,-24.181818181818183,1
13082,Kuwait,Lebanon,3,263.4166666666667,4,-25.58333333333333,1
3688,El Salvador,Jamaica,0,37.9,7,33.99999999999999,0
22924,Barawa,Surrey,1,0.0,0,0.0,1
10970,Ecuador,Bolivia,2,642.0,10,-61.41666666666667,0
5785,Lebanon,North Korea,1,357.08333333333326,1,111.0,1
12732,Solomon Islands,Vanuatu,0,137.33333333333334,0,-9.083333333333343,1
2732,Curaçao,Dominican Republic,1,0.0,3,-135.3,0
12616,Mexico,Uruguay,3,955.8333333333335,8,-6.916666666666668,1
15226,Jamaica,South Africa,0,413.27272727272725,8,7.818181818181813,0
5883,Namibia,Zimbabwe,2,445.08333333333326,6,15.083333333333346,1
20664,Mauritania,Mali,1,259.5,5,62.49999999999999,1
7002,Haiti,U.S. Virgin Islands,12,472.5,6,84.91666666666667,1
8801,Venezuela,Honduras,2,524.8333333333334,4,21.75,1
17786,Hungary,Turkey,3,695.0833333333335,5,2.25,1
9511,Hong Kong,Malaysia,3,314.4166666666667,5,24.499999999999986,0
9783,Vanuatu,Australia,0,281.5,6,81.75000000000001,0
14350,Iraq,South Korea,1,383.5,8,88.41666666666669,0
1876,Turkey,Italy,1,33.8,3,43.5,0
268,Ivory Coast,Egypt,2,0.0,0,-21.0,1
3142,Mauritius,Malawi,1,7.7,2,55.30000000000001,1
4800,Andorra,Ukraine,0,3.8,0,123.8,1
16921,Montenegro,Czech Republic,0,784.9166666666665,5,-6.833333333333336,1
7422,Venezuela,Uruguay,2,412.25,7,74.58333333333333,1
21743,Syria,Iran,0,322.9166666666667,3,108.58333333333331,1
4396,Saint Kitts and Nevis,Dominica,1,0.0,5,-134.1,1
2156,England,Sweden,3,49.4,6,11.7,1
18800,Wales,Belgium,1,573.5833333333334,3,42.333333333333336,0
13905,Tahiti,New Caledonia,0,67.0,2,56.91666666666667,1
1441,Hungary,Slovenia,0,32.2,5,-37.8,1
292,Ghana,Tanzania,2,34.0,0,-41.0,0
353,Cyprus,Greece,3,20.0,0,41.0,0
18593,Northern Ireland,Russia,1,347.33333333333326,4,87.75,1
23283,Czech Republic,Russia,1,1077.1666666666667,7,-10.916666666666664,0
13904,Saint Kitts and Nevis,British Virgin Islands,4,0.0,1,-178.58333333333337,1
20349,Haiti,Honduras,1,437.25,3,-3.75,0
1104,Martinique,Costa Rica,1,0.0,5,-38.8,0
13293,Italy,Spain,0,1400.666666666667,5,0.3333333333333335,0
16235,Sierra Leone,Niger,1,356.41666666666674,1,-3.0833333333333433,1
6527,Bolivia,Peru,1,492.58333333333326,8,25.75,1
7033,Madagascar,DR Congo,0,359.58333333333326,4,119.0,0
17860,Iraq,Jordan,1,441.33333333333326,9,-4.0,1
21255,Spain,Georgia,0,1242.1666666666667,5,-116.08333333333331,1
13956,Namibia,Zimbabwe,4,254.16666666666663,3,31.5,1
23572,Azerbaijan,Kosovo,0,753.5833333333335,3,-36.16666666666666,0
23698,Guatemala,El Salvador,1,1084.125,3,67.625,0
11146,Tajikistan,Afghanistan,4,329.8333333333333,3,-60.0,1
21410,Chile,Paraguay,1,1321.6666666666667,3,-36.16666666666667,0
1496,Jersey,Guernsey,3,0.0,3,0.0,1
733,Hungary,Greece,0,34.8,5,14.0,1
14203,Yemen,Qatar,1,162.16666666666666,3,53.0,0
15322,New Zealand,Slovenia,1,483.7272727272728,8,43.90909090909091,0
11903,Benin,Sierra Leone,2,310.90909090909093,2,-44.90909090909092,1
11129,Serbia,Bosnia and Herzegovina,1,612.0,3,-27.58333333333333,1
11439,Guam,Cambodia,0,9.272727272727273,1,16.54545454545456,0
18686,Congo,Niger,2,403.83333333333326,5,-13.083333333333346,0
15356,Honduras,Chile,0,652.2727272727273,15,31.45454545454545,1
2330,Albania,Bulgaria,1,19.4,2,83.4,1
6328,Canada,Trinidad and Tobago,0,498.25,9,28.166666666666664,1
0,Czechoslovakia,Egypt,0,47.0,0,-3.0,0
21048,Morocco,Cape Verde,2,536.4166666666666,7,63.83333333333334,1
2072,Barbados,Saint Lucia,1,15.4,3,110.7,1
24461,Mexico,Bermuda,5,1588.5,7,-157.5,0
13477,Mali,Chad,2,617.0833333333334,6,-86.25,0
25030,Slovenia,Kosovo,2,1370.25,5,-52.625,1
3546,Germany,Albania,3,63.4,10,-115.6,0
3219,Austria,Latvia,2,42.6,4,-28.9,1
20179,Latvia,Netherlands,0,361.75,5,83.58333333333334,1
24375,Mozambique,Mauritius,2,1178.25,1,-50.5,1
13943,Guatemala,Trinidad and Tobago,0,346.33333333333326,4,10.666666666666671,1
4746,Oman,Syria,0,33.4,4,-8.599999999999994,0
4040,Saudi Arabia,Kuwait,2,50.3,18,-20.800000000000004,1
14747,Italy,Georgia,2,1249.75,7,-107.08333333333331,0
1549,Switzerland,Italy,0,56.1,5,1.5999999999999996,0
10410,Burundi,Rwanda,3,278.25,4,50.33333333333333,1
16455,North Macedonia,Azerbaijan,1,371.58333333333326,7,-16.333333333333346,0
1279,England,San Marino,7,54.8,8,-111.0,0
444,Saudi Arabia,Argentina,1,28.0,0,38.0,1
7769,Qatar,Kuwait,1,506.27272727272725,14,-6.454545454545452,0
11250,Antigua and Barbuda,Hungary,0,255.75,2,86.58333333333331,1
18112,Azerbaijan,Liechtenstein,1,311.0833333333333,3,-42.33333333333334,1
13989,Qatar,Australia,0,398.83333333333326,6,45.25000000000001,0
14526,Serbia,Faroe Islands,2,846.5,7,-136.0,0
1675,Gambia,Congo,1,12.0,2,-0.20000000000000284,0
16109,Denmark,Norway,1,878.6666666666665,6,5.166666666666666,0
12262,Peru,Japan,0,492.5,5,24.0,0
14276,El Salvador,Trinidad and Tobago,2,367.33333333333326,8,19.83333333333333,1
1336,Barbados,Grenada,3,13.8,0,-33.80000000000001,1
6564,Lebanon,Iran,0,357.08333333333326,1,111.0,1
4957,British Virgin Islands,Montserrat,3,104.91666666666669,1,-31.133333333333354,1
25255,Lesotho,Nigeria,0,1070.0,0,111.66666666666666,0
3973,Venezuela,Peru,0,24.9,5,72.8,1
5990,Maldives,Iran,0,200.08333333333331,3,150.75,0
4656,Niger,Liberia,0,11.7,0,47.40000000000001,0
5964,Uganda,Guinea,4,369.33333333333326,4,22.583333333333343,1
17484,Andorra,Liechtenstein,0,8.083333333333334,3,60.16666666666666,0
9439,Aruba,Curaçao,1,69.5,0,195.75,0
9628,Eswatini,Mozambique,0,0.0,7,-126.83333333333331,0
3980,Trinidad and Tobago,Jamaica,1,43.2,9,18.8,0
13504,DR Congo,Malawi,1,0.0,3,-121.0,1
6991,Dominica,Saint Martin,2,215.16666666666663,3,156.58333333333334,1
13420,Spain,Peru,2,1470.25,5,-63.91666666666667,1
18904,United States,Austria,0,0.0,8,-61.83333333333334,0
1474,Austria,Scotland,1,37.9,5,9.6,1
13614,Nigeria,Equatorial Guinea,2,756.8333333333335,3,-57.58333333333334,1
9992,Uruguay,Colombia,2,674.75,10,-11.5,0
8857,Burkina Faso,Congo,3,501.33333333333326,3,-30.16666666666667,1
10877,Shetland,Saare County,0,0.0,0,0.0,1
1553,Canada,Brazil,1,31.4,8,53.5,1
13352,Honduras,Belize,2,617.0,7,-129.08333333333334,1
14457,Uganda,Ghana,1,462.16666666666674,3,38.333333333333336,0
24009,Hitra,Alderney,4,0.0,0,0.0,0
11470,DR Congo,Mexico,1,0.0,7,-12.727272727272727,0
13762,Greece,Slovakia,2,1032.0,4,-45.58333333333334,0
22393,Bulgaria,Netherlands,1,627.4166666666666,5,27.83333333333333,0
6043,Czech Republic,Israel,4,755.9166666666665,5,-29.08333333333333,1
18746,Serbia,Wales,3,691.25,7,-18.833333333333336,0
1886,Egypt,Tunisia,0,47.0,4,-0.5999999999999979,0
16675,Equatorial Guinea,Central African Republic,3,126.75,1,40.41666666666667,1
52,Dominica,Guadeloupe,0,0.0,0,0.0,1
3371,Chile,Peru,1,53.5,5,-14.700000000000005,0
274,Lesotho,Namibia,2,2.0,0,-16.0,1
12231,Kyrgyzstan,Uzbekistan,0,0.0,4,-57.41666666666666,1
9355,China PR,South Korea,0,508.91666666666674,5,71.16666666666667,0
22583,Mexico,Belgium,3,1042.5,3,9.833333333333332,0
8490,Croatia,North Macedonia,2,643.0833333333334,6,-63.66666666666666,1
1224,Belgium,Romania,1,46.2,4,6.400000000000002,0
505,Mali,Niger,1,22.0,0,-12.0,0
24156,India,Syria,1,1206.625,8,21.25,1
14492,Iran,North Korea,0,0.0,9,0.0,0
2119,Sweden,Iceland,1,57.0,7,-34.6,1
24510,Bonaire,British Virgin Islands,4,0.0,0,-206.125,0
19034,Zimbabwe,Nigeria,0,330.25,7,58.16666666666666,1
22814,Germany,Spain,1,1618.333333333333,8,-1.25,1
19217,São Tomé and Príncipe,Benin,0,87.33333333333331,0,79.5,0
6506,Belgium,Latvia,4,596.8333333333334,8,-48.58333333333334,0
16593,Colombia,Honduras,2,642.6666666666666,6,-6.333333333333329,0
5905,Belarus,Bulgaria,1,393.58333333333326,5,54.16666666666666,0
10454,Qatar,Oman,1,550.1666666666666,6,0.25,1
11352,Kuwait,Lebanon,1,454.3636363636364,4,-42.0,0
2472,Ethiopia,Tanzania,2,17.8,2,29.700000000000006,0
9606,Colombia,Peru,2,633.0833333333334,8,-38.25,0
18378,Iceland,Slovenia,2,509.25,3,24.916666666666664,1
25141,Hungary,Poland,3,1465.333333333333,3,17.666666666666668,1
5030,Guadeloupe,Antigua and Barbuda,2,0.0,1,-147.25,1
20157,Belize,Dominican Republic,2,187.5,0,19.83333333333333,0
14763,Russia,Liechtenstein,3,1102.4166666666667,7,-142.91666666666666,1
6363,Lebanon,Oman,1,357.08333333333326,1,9.416666666666671,1
15938,Burundi,Tanzania,1,158.25,2,18.0,0
