,Pre
3330,1.6197792461048175
18673,1.1547056769970554
13964,1.1849769266582757
22750,1.6064181065108438
4822,1.5881723899512568
10132,1.6515048906180119
3426,1.229925314238777
21712,2.1714877462913225
6406,1.578787919337521
19223,1.3662240338874194
14019,1.1474663924333495
4524,1.1170668116939437
763,1.8280921965736234
13429,1.414550253421129
16928,1.137380563118774
16555,0.946065129462378
4243,1.046043887985037
10511,1.311426825027297
17680,1.2599859963305728
13050,0.7469145196520094
193,2.3359473499599295
15157,1.2903260911080874
11681,1.0688630945197646
2795,0.8908534170578737
13933,1.1915237005351849
14275,1.3162450508379973
8596,1.9969469094243273
6057,1.1685614148672228
23182,1.0798156874106977
16196,1.6754081049886602
20852,0.8317392187588465
12589,1.2599859963305728
9931,1.5943896687383687
18091,1.2839893086289238
5517,0.733396587896484
6678,0.9253664114058119
22068,0.7711512797239057
15686,1.3766679704188143
5499,1.3594671719737945
13702,1.2397457444984097
5026,1.1025640826885803
16765,0.9723791278821584
3003,1.129068849284881
12103,1.4641131976466935
23044,1.2447751199983053
10657,1.9247197438120407
1164,1.9890579432177946
11800,0.7901462741814513
22583,1.4769029909995968
3226,0.9333605624540642
15074,1.2434854418889243
15302,1.5707255961330655
18177,1.1835653197238996
4660,1.2473111871727618
8121,0.6305265063176119
14935,1.1329905081007883
5978,2.661073351457747
6219,1.2317070517032807
5215,1.2412174515945111
1825,1.1153852979546897
5185,1.1619343618268478
20233,1.2690412657269985
4278,0.8398972562564884
13172,1.362875144971168
7949,1.6743194350127724
25114,0.9904897759874313
5576,1.2622011178978714
9266,1.3779836661709006
19499,1.68220486675449
1030,1.2169219419442283
23479,1.3304652941876638
22975,1.2447751199983053
14935,1.4112516147495129
5184,1.9851945298377016
708,1.101740243220651
24922,1.3023994496344826
22855,0.9011524435068613
16900,1.240205692640286
6225,1.097976282703956
21747,1.0288801120679087
5625,1.5448731133735707
23482,1.0737083299609056
16468,1.2597530327465731
3468,1.235877162476201
6129,0.9584391068942616
23347,1.4302419142713079
5658,1.2411787460642651
4176,0.6407522311129945
4601,1.0700965324200316
2868,0.9358890579787174
14074,0.8797713721432718
5187,0.7782415680400813
2767,1.6867418166437493
80,2.015116230734796
19983,1.4897609940838792
1118,2.5781504940067217
10082,0.9875175483669011
12090,1.5354446897100082
22982,1.7447870575634348
21512,0.8239737849183276
14829,1.594444224326819
21956,1.2658982245589108
18275,1.3039241423743628
5014,1.4384774747902314
23822,1.1076589753725827
1288,1.9550766278394167
13001,2.910496726712012
12485,1.5830807272866936
13033,0.8498053052024579
3259,1.0167182369960133
11638,1.2277571822001894
12088,1.9034015079746864
18654,1.4006439260744328
4622,0.8070308784451091
10342,1.1802743010868015
14509,1.1878214773356972
2431,1.4212546632423806
5955,1.624416041305822
17511,1.1297306771331486
3418,1.2135287597806352
212,0.8497989099592802
2986,1.1359664907997389
23312,1.2548951629757374
17928,1.1298955366901753
360,0.7721673636234179
2779,1.414550253421129
16013,1.5128703469112552
980,1.2748003746783008
3308,1.5503046829277503
9175,0.8668274406378415
15349,1.294353181665544
12230,1.2066493378625387
4290,1.1738367589700927
14061,0.8062113974461964
13326,1.6575911047211784
16927,1.5268113695884677
5496,1.25696798239759
11493,1.5744865072686727
17896,0.7683444720573512
5754,1.7348263674677948
3617,1.554065224386483
5354,1.3441771956018809
2972,1.2210484417481302
24489,0.577348400444551
11982,1.537407435359113
10127,1.232874928694495
9200,1.6794584454292167
7144,1.3350809262599301
12544,1.8769834450073102
21739,1.261443452214897
9427,1.4568791523215157
8925,1.2599859963305728
6946,1.673320884715351
22575,1.1334601387214391
20559,2.2674130861919295
12387,1.2270605309557963
7027,1.8030593207056966
23034,1.6311703431136635
10022,1.0245340982535447
21149,1.287375156277852
16599,2.374394592734063
16918,2.315831776919172
2388,0.9641238578210535
11665,1.3259531577418804
4941,2.190895499378155
23529,0.8577541855119073
4246,1.7300835766529568
23705,0.93784539066651
13863,1.3993076944406972
5892,1.7313492636687242
22129,0.9294322781044779
22358,1.6709221071188565
22115,2.531815192503863
23951,1.9877094019814847
14254,0.9326231632310383
11497,1.6299316491367122
1507,1.2225783200667737
12022,1.3095461104308939
15283,0.8944452470849045
8445,1.8418771082396785
12138,1.5043908310749932
16069,1.494617002622409
13188,0.8853447221747933
10665,2.0477227825258684
6697,1.3505081614493841
6855,1.3114439896559553
2354,1.564162789881632
22921,1.5738963894763536
6936,1.5824561801136947
13167,1.6797601368020485
20573,0.9998891233735718
12338,0.5783507040957935
12887,1.8081447845294185
5275,1.1215934665177378
11124,2.0878233763423815
9040,1.2715580494733314
12203,1.005972943108057
24898,1.6884563009519598
9743,1.1802677354031743
14982,1.5390015172888984
13053,1.4133905289415716
6158,1.1598706370459977
1601,1.5402544476672717
6755,0.7691610243184648
14411,1.7182485546572674
18693,1.297375370167393
15892,1.0918930159498326
14248,1.2932008929212042
19956,1.4388841496835572
11359,1.318865749332443
4252,1.152743453031983
11594,1.4354363438061388
19421,0.6100930638261719
18192,0.5170727140510915
6344,1.2416987339547443
10189,1.1697251454612132
21166,1.2599859963305728
5520,1.0281169939509
17049,0.8369572172468543
22780,0.7688909331891398
21669,0.9781999285349419
13426,1.5684066614210157
24422,0.7225708021773195
17926,1.2793900030846412
5216,2.5534121194844235
16649,0.7340640093076606
21156,1.2599859963305728
18649,1.9272911911686255
4840,1.2121073883353803
11444,1.2023980048171832
9247,1.9847002558045337
2757,1.227127545008082
18479,2.039008434706687
3486,0.8255058540414673
12500,1.5114743441205756
857,1.3593282404099987
11490,0.9800645768756459
17038,1.6120220511718024
4624,0.9255138245186679
2286,1.2785390568433201
1498,1.1003931647459624
22307,1.1465853523204546
1505,1.2029537151373926
19582,1.2198306294498473
9661,2.244084061776355
4871,1.5856245571289551
1060,1.2599859963305728
9672,1.5507196141354769
24973,1.410401634632233
7772,1.555523112061152
9204,1.2498248985671618
5872,1.380595415316464
5522,0.98538373897518
12528,1.7576863256151358
9026,1.5469612426037147
13841,1.1785420005791112
17294,0.9515625000554402
16427,1.0763517553818402
15857,0.7056323594330357
10936,1.743044442255965
19397,1.1029440099920167
20393,0.8582060631103692
21812,0.9934657577529645
10408,0.9896976233220404
20224,1.4022324262023584
10324,2.542971465257238
21512,1.8771753841327294
5730,1.6707592378572311
76,0.9401828561384139
15968,0.9665604281663601
24559,2.0831106184097608
22692,2.6234604056526414
9632,1.1357251295453095
11409,1.44893577476052
19127,0.8038538877895817
3661,1.379689088066435
15224,1.2536571856882626
16874,0.5554387979206887
11232,1.2816863350083745
16723,2.372818522464606
15739,2.494747100248534
17224,1.467474119981149
3169,1.4158394696117451
25080,1.0664242682810705
24739,2.3336077434217684
4064,1.8506424454779629
18170,1.1135007139765059
14700,1.26980598716832
20937,0.7501743846262916
24025,1.5377503968476225
8601,0.9129835102230721
7288,1.2270550832768117
24445,3.2674249697540656
23861,1.2599859963305728
10583,0.43029524696500626
12146,1.1381391610712346
3025,0.7328957377755996
7602,1.3869940172753732
7565,2.055918245517912
24311,1.346745760564807
3889,1.8529033740514755
5071,1.3144844493936745
22639,1.6034140283581626
8113,1.292693542418851
19574,1.68220486675449
6705,1.4331849995012804
12049,1.0295023707926623
20482,0.9618942919985967
5245,2.472399044125967
22269,0.9414410659875493
508,1.211033351206867
11327,1.4463417484524443
15969,1.1383325487599663
11400,1.7331689754816282
15991,1.8355891074340263
21265,0.9564134227674677
9324,1.3665691282690127
2981,1.6003638637980022
20026,1.4477385902436628
11805,0.5624479009239356
1031,0.5379643539678974
4108,1.0662179851895388
25136,0.9566672528582347
821,1.7264721247427766
1906,0.7851730916035806
21388,0.8622152467684491
1059,1.2599859963305728
815,1.2731654450614562
15350,1.243407537758605
12566,1.2599859963305728
2561,1.6613822646758865
182,2.869649315536303
12788,1.470720709003984
11191,1.325077931308713
2319,0.9792875351176581
22503,1.1323258669838312
812,1.6436745328528672
24952,1.3521079339028443
15607,1.2285172448755304
5353,1.0893142977730599
14716,2.696899868557396
10214,1.0192547960069311
24293,1.5652556350347997
13625,1.6316710906315832
20892,1.450077404812214
17202,1.437953532309009
22992,1.2574206200128126
23144,1.511695670320312
16475,1.975005876372492
11245,0.9403182487743794
1665,0.7003745053539677
18683,1.1217268798235291
21049,1.2668212545881194
315,2.2512464379889847
9280,0.8284866127564489
16922,0.8182086705303241
22034,1.2599859963305728
14547,1.2379271303656436
18808,2.298353780461828
18274,0.9703618180921583
3475,1.0649008920107008
12788,1.1145279545211346
1219,1.225277322611773
5683,1.9358828662479328
18959,0.742532646969108
23036,1.2787234697260714
4627,0.7473329487138812
24635,1.7714028824275294
6520,0.951089039278498
2322,1.1076004172853444
12219,1.1202932404131414
8489,1.2323202723736593
22517,3.133089222764537
24551,1.1641903870404116
272,1.051431762250855
18902,1.513107602973607
5491,2.337774196606643
7645,1.1671612279806307
600,1.6047385990804346
3168,1.6701712372107014
22702,0.8187422901857802
5637,1.237719603365214
22883,1.2774438306436044
469,1.3181159209144668
15311,1.5283795293904274
6585,1.2599859963305728
1661,1.2095526419656653
6128,1.2347366896311427
7389,1.1162165758926987
4229,1.378307254018952
13857,0.6489199701310597
2885,1.8560497113382728
3919,1.4070014497450745
24456,1.672538107265729
20771,2.041513139581881
16215,1.1775406414369058
3222,1.705639195608184
14471,1.6357404913176343
25240,0.7850532386217154
8668,1.2198306294498473
9532,1.2044981408903528
16992,1.1230835360782654
3862,1.2599859963305728
3792,1.0373119481538435
7567,1.4163489908837608
23636,1.2011769933027214
8188,0.9603179855585453
19157,1.337175537539889
21115,1.2659803817960489
6890,1.0634379992498975
9111,1.312782544694892
7173,1.4672424494325187
4851,0.9860541453228706
5739,1.1997875443890782
2982,1.1282525247149424
2788,0.8602652303094505
15580,1.2599859963305728
18313,0.9814220909622805
19789,1.0099777416254085
13856,1.6879636419799016
14435,1.3718784265989599
19347,1.062808247136829
20059,1.3224003198316978
15603,1.5710318651432216
13363,1.5569788696910256
18713,0.8944554523013722
6939,1.0871246345562218
21456,1.885858523426942
24772,1.5501297809979664
7340,1.2599859963305728
21306,1.0192221564443866
13920,1.2548951629757374
10527,1.1503073670828905
23696,0.9753066106688433
14293,1.4309399947267043
22698,3.057215053797144
13534,1.288580748738467
11240,1.4951220290120066
15382,1.1737334160328814
3494,1.306913752667275
4041,1.0385861754936692
23877,1.5945175967599672
2051,2.4981720420852036
23072,2.514109974081125
14244,1.2363546345915133
969,1.2498248985671618
10617,1.2998119092070781
10331,1.250031004305577
11433,1.625736221866136
8419,3.2058918028610948
1901,0.680115226784064
13573,1.6166664206286585
672,1.1457299069387679
6366,1.6505710369766036
1744,0.6448945460206742
15400,1.4254287084179278
4507,0.9286964231812331
15869,1.55563053103263
24222,1.5114607622666372
25067,1.6427861765927738
4367,0.6940259213439911
14790,1.7526685278508582
5501,1.3620715169981017
20543,0.9339567927848929
3732,2.447877030334087
21333,1.221329061566404
10988,0.7351325385604871
19434,1.3901810328655582
20847,1.2229611180415638
20026,1.1113883755897678
5074,1.3807696360791273
3428,1.2193863255953443
6978,1.4763260663225808
21808,1.4718401396307528
22477,1.8612322356637518
20425,1.3066039907616638
14381,1.9156782459140533
3767,1.4332536878268403
4144,1.1980786390724292
4859,1.1298857644901505
13653,1.3907227313297161
1668,1.159850306947174
11521,1.8393923398309795
10142,2.2443652445860978
6930,1.4512073831059455
19286,1.077475894010119
1108,1.0620874523290829
14829,1.1919153275212389
16597,1.4661967046033704
9523,1.400365774143271
292,1.0164597283298888
9844,1.1528891862760207
5058,1.0240117864733367
4566,1.3417191606912136
9284,0.9933254960933796
20877,0.9715518974487399
10458,0.7149790678856951
12180,1.7939282247806618
16883,1.1461932921633005
577,1.371813068935084
3634,2.5917893141411503
22141,1.4174917855287625
1003,0.836234249000134
11484,1.7296161838972557
12649,1.1699685380722606
3991,1.1082872807816404
14859,1.4351840910965121
22621,1.3421750861237862
18427,1.8711821030333795
2531,1.1405888276558451
686,1.3940464584686993
13543,1.3367949850294865
3737,1.4111391909968107
18434,1.5187045272080846
4267,1.501517391884662
16939,0.9383763174713754
25158,2.275128333725157
20786,2.1279226788951253
23376,1.4078472497990708
22905,1.5088300691711838
10587,0.673950849904676
9125,0.8754254880141101
24991,1.1976095485911629
21130,1.5486415450622708
8423,1.2801662808399719
17134,1.4654210674507924
24352,0.4983158522454337
12955,1.1766135765927161
543,1.3391459008293343
3519,0.6143885481284965
15725,1.0527558641918642
1739,1.2913891206936168
7667,1.1273074429594547
25050,1.274057477551926
15218,0.7253716426854939
10314,2.113223678634616
1390,0.5841569670717837
1414,1.2792310848080841
3597,1.602366825607546
7719,1.0920381060861608
21005,1.4556592092318343
1615,1.2434273111040368
18841,1.176446135931403
13552,1.744503769582619
20150,1.6018188314293165
14228,1.1315563333447567
890,2.2034262367348747
6230,1.3165097549193365
7224,0.9274278819726276
16781,1.3363631889933214
17405,0.784163465859828
15563,0.9442073381473344
12006,1.0324782061995792
17890,1.1866248714216188
8809,1.7956071928256758
9057,1.3304893699446196
8006,1.4432080824197282
6108,2.373216398207039
11526,1.8791907120382565
23719,1.8019709201466894
14446,1.2097025608550214
9067,0.6521101567766262
18177,1.330372683961079
3307,0.9593436182140931
8420,1.8240334359414676
11886,0.717941777061108
22182,1.2599859963305728
8481,1.8104989534212266
16081,0.9698919729931117
10271,1.07995104544319
20538,1.6140022487137864
350,2.0553343093923684
24912,1.392624574733466
4506,2.616209418428854
219,1.3220714435536494
147,1.4658729164849391
1334,1.29544412707817
1302,0.8846211071820964
16780,1.7650915629020008
2078,0.7025707482105756
19740,0.6863776697567557
15553,0.7514289714786218
4119,1.5486109217163018
19381,1.058403835737871
10997,1.2975770055195635
23276,1.2547315952937437
4271,0.6155590064460331
12208,1.8396116571718204
18301,1.5917524495270932
21908,1.2356658153012963
11270,1.489238286642752
21616,1.765341782135147
890,0.7068628524193237
12335,1.7254669925919062
2608,1.6940567739308001
11429,0.9192952872700793
2380,1.0578970021892466
13685,0.4436764724910469
14463,1.5542191801578003
14054,0.6948854088798493
3840,1.123707709970348
998,1.2399345968049698
5749,0.9779261575440158
19566,0.6734075046591316
9167,1.944962785784908
7954,1.3442568835752269
7474,0.9547764164449165
21401,0.9315121237345735
16829,0.9505861705293347
8442,1.5276327123349465
23183,1.3712717966649692
21503,1.3462714099681712
12698,1.323105380291741
15853,1.071710017464817
8931,1.2548951629757374
2434,1.2968237637703255
12708,0.5554893868687808
22784,1.0170028136365354
1591,1.0639923152674353
9310,1.0627413167330888
5836,1.0919693349305581
11960,1.2599859963305728
6421,1.9754276075676318
18353,0.8202883688269459
10267,2.5479578963593568
11192,1.5650159198517768
25261,2.8355713577518764
5918,1.1072913602319798
19979,1.2354800380478985
20436,0.7936699589826206
2360,2.1769325641740997
262,0.544538159250401
17170,1.1521387517868904
24057,1.6452888566040638
4128,1.6219473933998056
25039,1.3238709133093995
1858,0.947818938522645
3227,1.6556168764236066
1361,0.990596854466676
16439,1.2182664792033695
12969,0.9554163915629549
879,1.254780878476769
6802,1.6026572928077663
24289,1.3254871727621271
16946,1.297684332630693
6712,1.0727020150252404
3780,1.9204566100347187
3514,1.8113563752854314
8374,2.5181188827850765
698,1.2566725398522423
1034,1.1493866989330306
10364,1.2107588333161685
10254,0.9291874483869108
15017,1.3918375015154818
780,1.532149138621367
22848,1.3484812366354864
20573,1.7900135147738936
18551,1.966769055503947
5887,1.7146527558416305
18701,1.293302834979639
14465,0.69719047717574
1733,0.7410854461351235
24792,0.5952761282762878
21617,1.5021196120274465
2561,0.9329863157982475
20867,1.421564209025689
24681,1.8092055011289587
10016,1.1169311860832163
3864,1.2599859963305728
16382,1.4038258815285065
9119,1.754422237663195
23691,1.4925321789092767
1811,1.2203946778206065
7134,1.3987108559570964
7907,1.597822684529075
7122,1.1206652318538337
9104,1.0626430933815685
9744,1.2916729172523689
16012,1.6426645336883592
9531,1.141050133594358
15606,0.5775468613437982
23654,1.273529592729613
2001,2.0376897876323516
24200,0.5687920310001957
11527,1.3150842736990227
22889,1.227994849494016
8853,1.8460213973783255
24731,1.3088062770408602
3333,1.1019335760488036
1385,1.4101189276231967
2344,1.111634179124455
15666,0.6044707610828101
4924,0.9657854661609779
19588,0.9104580680389269
8465,1.1338885577046889
12750,0.7528563144921815
476,0.8914942237843896
23878,1.4684192937368488
3210,0.5418965436940528
5742,1.2417927840319118
12328,1.2165996703603843
21478,1.1782410234980212
13458,1.8001130557911897
6125,1.4110243904988518
3573,0.9707999869206793
21861,1.449126603579215
14351,1.7675437848655553
5304,1.2599859963305728
4327,1.170921682384137
25171,1.8898896077901273
19317,1.978899951533308
16970,1.3399584358432466
4034,1.6452014967494242
21296,0.9962886120941016
4897,1.5215503295370487
17249,1.2550591601993226
12319,2.3859710721109186
7517,1.3702586401399304
12628,1.4847942105663894
542,0.9943072324376688
6301,1.052838852148656
13958,2.4823654207769215
1590,1.5053557244381766
22865,0.6883959891798823
4000,1.045224989492769
8406,0.9565588942001859
5004,1.4518089163219332
2791,1.0407670681009265
6954,0.8100236957513859
22857,0.8430802592240677
14606,1.2599859963305728
5266,1.1487351548583338
20719,1.1385715832851462
20929,2.186526169094747
7289,1.003762369844551
3136,1.9827589215035266
21916,1.0454651460535376
17503,1.3308544378310219
20562,1.9765755676415726
13620,1.715587966462841
12743,1.4285460815454056
18453,1.0135656468719103
12317,1.2548192960437605
14669,1.0896966359752664
22060,1.4113969627845127
1132,1.0951294249189543
6017,2.641278807791697
25109,0.6140089518514656
8940,0.8568979852888102
4879,1.713231778880614
1640,1.235228917153097
24782,1.6383606485060134
13473,1.0832331899152468
16404,1.3038330096306987
14153,1.3729834079637484
2710,1.2548951629757374
3104,1.30253446482715
9429,1.0457706341432362
6275,1.8879805518375763
4865,1.143983585227486
4850,1.1298857644901505
9036,1.1523373724700625
23062,1.2447751199983053
22354,1.0637949418249013
8163,1.4636366514397658
17522,1.6890592864332106
5045,1.366762093469868
8543,1.3713111624482006
7518,0.9724124518349122
2854,1.1260673464600477
7193,1.6779936636253885
7570,1.1017607922886052
16856,2.0615170733548625
17930,1.2247518956199976
9474,1.2193927628741625
18399,1.3523878291781046
15395,1.1389712102919032
8176,1.8257125826391658
8536,2.279007612329657
3715,1.3885914498687189
22278,0.7346329392542315
11729,1.5075549314064018
21419,1.5818110914503478
8777,1.4207931838011143
13222,1.485163986919637
23028,1.4052293451920919
10289,0.9562964996634145
9634,3.1059916220463
12785,1.2615752134467486
11610,1.4595131558583203
8870,1.1848898414768985
7845,3.638674317921641
539,1.348318279676742
18439,1.1843962410910778
16392,1.1307155298648375
985,1.242251119675993
11833,0.9043963350541193
17554,0.9469556175056053
19721,1.351985251858299
22195,1.2599859963305728
4631,0.4551134732801838
14355,2.0395558771524316
14855,0.8616576435760122
13539,0.9940198451988137
22785,1.4006551869907742
15433,2.5674677400181993
23038,1.3209522096626363
11338,1.3170573083408956
1035,1.32612712316307
9129,1.67371890149816
10311,1.0205454894869792
18248,0.9107172529605405
25186,2.5130338417711635
19793,1.7958327869902468
22493,0.9752851856781156
7669,0.9958902519928515
25036,1.2024532579351594
14467,1.3090947139332871
8613,1.1107153751830576
15572,1.4875561564097157
14617,1.2599859963305728
4822,0.9585133624042357
3697,1.9949451832216423
314,0.8914942237843896
13097,1.398094328121438
23835,1.3290794412827713
13652,0.8422781262815681
11742,0.6761604556883688
11789,0.9417633570348091
15108,1.142439081725053
1599,1.3128849282289468
8195,2.035915321368148
15121,1.602395281504375
23272,1.5730168534908913
15697,1.373587392817806
4413,1.1380951050411712
16483,1.5152675586490796
23730,1.3063656435598496
21744,0.864024614302449
2449,1.6803539671440202
1793,1.0458903849656307
7585,0.9575618612683858
146,1.0996064134535635
10798,1.6820999542493087
23491,1.3626253890489564
21806,1.0108230374307867
17303,0.9115462536231831
18976,0.9705010173826627
13587,0.997846140503263
9317,1.1040325325586096
1003,1.859585631447811
16275,1.9475010988825954
14985,1.022665743014293
19699,1.347250399867242
12451,1.2066493378625387
14148,1.5880132025212719
10989,0.9119756390924378
15412,1.4793741960278863
16293,1.5720749091139083
6161,1.1819762715408109
5553,1.2099761023548579
15928,1.975005876372492
15516,1.7222206376083022
9595,2.061902352448849
3263,1.0181818355806622
3678,0.9224739689446185
20448,1.2839535274090303
9176,1.3287889185868393
22227,0.8755200806116389
6574,0.9102661115583763
24106,0.8916759592485004
25016,1.7786559257789587
15431,0.8165186864209463
12200,3.092156140465925
2729,0.9624554299292254
24915,1.3213687071710367
24955,1.538346659927467
13671,0.8549021153424883
22678,1.2498248985671618
19904,0.7980652810672784
16131,1.4489208707223442
24744,3.4559069514511513
2593,1.2538736632421634
22969,1.3340487194755037
4469,0.9303695281044572
15792,1.0828778743285257
24993,2.97714509622706
5775,1.0303732114710178
11863,0.8023897279487471
6916,0.8109701523168594
19834,1.4654994531030032
20984,1.3464240586771195
16729,1.2448451251696153
17039,1.936590859166341
10054,1.7826923209356902
18451,1.9003902533545602
263,1.4440459567230444
20047,0.9732222629701055
5034,2.302087976376409
21844,1.7243289443698424
5343,1.2530127918364762
5877,1.8391618936023277
6653,1.279815480430061
15246,1.9318418199253484
23313,2.1832262089522874
8815,2.009453167405021
18751,1.057824196354636
3065,1.7201253619353785
19958,0.8400053256000213
11268,1.2050977510236418
5373,1.4448690451035444
24510,0.46438380467226226
3493,1.7307520740715028
20149,2.0707491022505713
19339,1.2455089021414067
11235,0.9466162385143174
6687,1.2987411552958712
20643,1.0798912198020727
4569,1.307985738967086
20623,1.6331277297772633
5089,1.2242280690371719
13854,1.0704032062923627
10964,0.8850222494780684
4672,1.2548169000971254
18714,0.8161249333294845
9413,1.2914258267881336
9647,1.317513662497872
20736,1.316658958875142
1822,1.2686525941795948
5801,2.6860033444329314
5466,1.1559148393408862
9326,0.9216788907072814
2996,1.3591877963575976
486,1.2701900937578567
7920,1.267532004714721
2555,1.3216348871316483
9807,2.3327045610530153
11048,1.2094936591197782
4775,1.7603503014701527
21069,1.5849494115464116
8745,1.2498248985671618
22041,0.6991809993948308
17554,1.8373643621000415
22243,1.9940519471823388
17124,3.01290096142967
