,home_team,away_team,Goals,Ranking_home_team,Ranking_away_team
15404,Spain,Portugal,1,1.1818181818181819,6.2727272727272725
15405,Chad,Togo,0,139.54545454545453,81.0909090909091
15406,Tunisia,Botswana,-1,54.09090909090909,95.72727272727273
15407,Netherlands,Brazil,2,2.6363636363636362,2.5454545454545454
15408,Uruguay,Ghana,0,12.0,24.181818181818183
15409,Argentina,Germany,-4,6.363636363636363,4.636363636363637
15410,Paraguay,Spain,-1,23.727272727272727,1.1818181818181819
15411,Uruguay,Netherlands,-1,12.0,2.6363636363636362
15412,Germany,Spain,-1,4.636363636363637,1.1818181818181819
15413,Botswana,Chad,1,95.72727272727273,139.54545454545453
15414,Togo,Malawi,0,81.0909090909091,80.54545454545455
15415,Uruguay,Germany,-1,12.0,4.636363636363637
15416,Netherlands,Spain,-1,2.6363636363636362,1.1818181818181819
15417,Botswana,Zimbabwe,2,95.72727272727273,115.0
15418,Anguilla,Saint Martin,-2,202.54545454545453,0.0
15419,Bosnia and Herzegovina,Qatar,0,51.54545454545455,100.27272727272727
15420,Italy,Ivory Coast,-1,9.272727272727273,0.0
15421,United States,Brazil,-2,0.0,2.5454545454545454
15422,Albania,Uzbekistan,1,75.54545454545455,92.36363636363636
15423,Algeria,Gabon,-1,32.18181818181818,38.81818181818182
15424,Angola,Uruguay,-2,88.27272727272727,12.0
15425,Armenia,Iran,-2,89.63636363636364,0.0
15426,Austria,Switzerland,-1,57.18181818181818,20.454545454545453
15427,Azerbaijan,Kuwait,0,104.0,94.81818181818181
15428,Benin,Niger,0,64.9090909090909,141.45454545454547
15429,Bolivia,Colombia,0,67.81818181818181,40.09090909090909
15430,Burkina Faso,Congo,3,45.63636363636363,108.54545454545455
15431,Chad,Tunisia,-2,139.54545454545453,54.09090909090909
15432,China PR,Bahrain,0,84.0909090909091,73.0909090909091
15433,Cyprus,Andorra,1,70.9090909090909,201.54545454545453
15434,Czech Republic,Latvia,4,30.272727272727273,56.72727272727273
15435,Denmark,Germany,0,30.272727272727273,4.636363636363637
15436,Egypt,DR Congo,6,11.181818181818182,0.0
15437,England,Hungary,2,7.090909090909091,51.72727272727273
15438,Estonia,Faroe Islands,2,91.63636363636364,125.81818181818181
15439,Finland,Belgium,1,62.09090909090909,60.0
15440,Iceland,Liechtenstein,0,95.0909090909091,149.72727272727272
15441,Republic of Ireland,Argentina,-1,37.18181818181818,6.363636363636363
15442,Kazakhstan,Oman,3,129.63636363636363,92.36363636363636
15443,South Korea,Nigeria,2,0.0,26.545454545454547
15444,Lithuania,Belarus,-2,52.0,66.54545454545455
15445,Malawi,Botswana,0,80.54545454545455,95.72727272727273
15446,Mali,Guinea,-2,58.36363636363637,78.36363636363636
15447,Malta,North Macedonia,0,156.0909090909091,67.18181818181819
15448,Mauritania,Palestine,0,169.63636363636363,173.9090909090909
15449,Mexico,Spain,0,22.09090909090909,1.1818181818181819
15450,Moldova,Georgia,0,87.27272727272727,103.54545454545455
15451,Montenegro,Northern Ireland,2,54.81818181818182,48.27272727272727
15452,Morocco,Equatorial Guinea,2,76.27272727272727,150.54545454545453
15453,Mozambique,Eswatini,2,87.18181818181819,0.0
15454,Norway,France,2,20.727272727272727,15.181818181818182
15455,Panama,Venezuela,3,75.36363636363636,51.72727272727273
15456,Paraguay,Costa Rica,2,23.727272727272727,51.45454545454545
15457,Poland,Cameroon,-3,62.0,29.818181818181817
15458,Russia,Bulgaria,1,13.909090909090908,41.18181818181818
15459,Saudi Arabia,Togo,1,67.27272727272727,81.0909090909091
15460,Senegal,Cape Verde,1,80.72727272727273,0.0
15461,Serbia,Greece,-1,17.181818181818183,11.636363636363637
15462,Slovakia,Croatia,0,27.272727272727273,10.818181818181818
15463,Slovenia,Australia,2,21.90909090909091,21.454545454545453
15464,South Africa,Ghana,1,69.63636363636364,24.181818181818183
15465,Sweden,Scotland,3,36.81818181818182,46.45454545454545
15466,Tanzania,Kenya,0,112.27272727272727,114.72727272727273
15467,Thailand,Singapore,1,106.0,126.0
15468,Trinidad and Tobago,Jamaica,-2,88.18181818181819,77.45454545454545
15469,Turkey,Romania,2,31.454545454545453,40.90909090909091
15470,Uganda,Zambia,0,71.27272727272727,72.63636363636364
15471,Ukraine,Netherlands,0,27.454545454545453,2.6363636363636362
15472,Wales,Luxembourg,5,87.27272727272727,126.63636363636364
15473,Ethiopia,Kenya,-3,129.54545454545453,114.72727272727273
15474,Madagascar,Mayotte,0,153.0,0.0
15475,Saint Lucia,Martinique,-2,0.0,0.0
15476,Saint Kitts and Nevis,Antigua and Barbuda,0,0.0,121.9090909090909
15477,Saint Lucia,Martinique,0,0.0,0.0
15478,Ethiopia,Chad,1,129.54545454545453,139.54545454545453
15479,Madagascar,Comoros,1,153.0,176.27272727272728
15480,Israel,Malta,3,36.63636363636363,156.0909090909091
15481,Algeria,Tanzania,0,32.18181818181818,112.27272727272727
15482,Andorra,Russia,-2,201.54545454545453,13.909090909090908
15483,Armenia,Republic of Ireland,-1,89.63636363636364,37.18181818181818
15484,Belgium,Germany,-1,60.0,4.636363636363637
15485,China PR,Iran,-2,84.0909090909091,0.0
15486,England,Bulgaria,4,7.090909090909091,41.18181818181818
15487,Estonia,Italy,-1,91.63636363636364,9.272727272727273
15488,Faroe Islands,Serbia,-3,125.81818181818181,17.181818181818183
15489,France,Belarus,-1,15.181818181818182,66.54545454545455
15490,Greece,Georgia,0,11.636363636363637,103.54545454545455
15491,Iceland,Norway,-1,95.0909090909091,20.727272727272727
15492,Kazakhstan,Turkey,-3,129.63636363636363,31.454545454545453
15493,Kuwait,Syria,3,94.81818181818181,99.36363636363636
15494,Latvia,Croatia,-3,56.72727272727273,10.818181818181818
15495,Liechtenstein,Spain,-4,149.72727272727272,1.1818181818181819
15496,Lithuania,Scotland,0,52.0,46.45454545454545
15497,Luxembourg,Bosnia and Herzegovina,-3,126.63636363636364,51.54545454545455
15498,Moldova,Finland,2,87.27272727272727,62.09090909090909
15499,Montenegro,Wales,1,54.81818181818182,87.27272727272727
15500,Oman,Malaysia,3,92.36363636363636,146.63636363636363
15501,Panama,Costa Rica,0,75.36363636363636,51.45454545454545
15502,Portugal,Cyprus,0,6.2727272727272725,70.9090909090909
15503,Qatar,Bahrain,0,100.27272727272727,73.0909090909091
15504,Romania,Albania,0,40.90909090909091,75.54545454545455
15505,San Marino,Netherlands,-5,202.54545454545453,2.6363636363636362
15506,Slovakia,North Macedonia,1,27.272727272727273,67.18181818181819
15507,Slovenia,Northern Ireland,-1,21.90909090909091,48.27272727272727
15508,Sweden,Hungary,2,36.81818181818182,51.72727272727273
15509,Switzerland,Australia,0,20.454545454545453,21.454545454545453
15510,Venezuela,Colombia,-2,51.72727272727273,40.09090909090909
15511,Botswana,Togo,2,95.72727272727273,81.0909090909091
15512,Canada,Peru,-2,77.27272727272727,54.09090909090909
15513,Cape Verde,Mali,1,0.0,58.36363636363637
15514,El Salvador,Honduras,0,90.36363636363636,45.18181818181818
15515,Guatemala,Nicaragua,5,120.18181818181819,159.1818181818182
15516,Guinea-Bissau,Kenya,1,174.45454545454547,114.72727272727273
15517,Ivory Coast,Rwanda,3,0.0,113.27272727272727
15518,Japan,Paraguay,1,36.72727272727273,23.727272727272727
15519,Mauritius,Cameroon,-2,182.27272727272728,29.818181818181817
15520,Mexico,Ecuador,-1,22.09090909090909,50.63636363636363
15521,Morocco,Central African Republic,0,76.27272727272727,174.27272727272728
15522,Poland,Ukraine,0,62.0,27.454545454545453
15523,South Africa,Niger,2,69.63636363636364,141.45454545454547
15524,Sudan,Congo,2,110.75,108.54545454545455
15525,Thailand,India,1,106.0,137.9090909090909
15526,Tunisia,Malawi,0,54.09090909090909,80.54545454545455
15527,Uganda,Angola,3,71.27272727272727,88.27272727272727
15528,Benin,Burundi,0,64.9090909090909,139.36363636363637
15529,DR Congo,Senegal,-2,0.0,80.72727272727273
15530,Egypt,Sierra Leone,0,11.181818181818182,131.36363636363637
15531,Ethiopia,Guinea,-3,129.54545454545453,78.36363636363636
15532,Jamaica,Costa Rica,1,77.45454545454545,51.45454545454545
15533,Liberia,Zimbabwe,0,156.0909090909091,115.0
15534,Mozambique,Libya,0,87.18181818181819,97.0
15535,Nigeria,Madagascar,2,26.545454545454547,153.0
15536,Eswatini,Ghana,-3,0.0,24.181818181818183
15537,Burkina Faso,Gabon,0,45.63636363636363,38.81818181818182
15538,Albania,Luxembourg,1,75.54545454545455,126.63636363636364
15539,Argentina,Spain,4,6.363636363636363,1.1818181818181819
15540,Austria,Kazakhstan,2,57.18181818181818,129.63636363636363
15541,Bahrain,Togo,3,73.0909090909091,81.0909090909091
15542,Belarus,Romania,0,66.54545454545455,40.90909090909091
15543,Bosnia and Herzegovina,France,-2,51.54545454545455,15.181818181818182
15544,Bulgaria,Montenegro,-1,41.18181818181818,54.81818181818182
15545,Canada,Honduras,2,77.27272727272727,45.18181818181818
15546,China PR,Paraguay,0,84.0909090909091,23.727272727272727
15547,Croatia,Greece,0,10.818181818181818,11.636363636363637
15548,Czech Republic,Lithuania,-1,30.272727272727273,52.0
15549,Denmark,Iceland,1,30.272727272727273,95.0909090909091
15550,El Salvador,Guatemala,-2,90.36363636363636,120.18181818181819
15551,Estonia,Uzbekistan,0,91.63636363636364,92.36363636363636
15552,Georgia,Israel,0,103.54545454545455,36.63636363636363
15553,Germany,Azerbaijan,6,4.636363636363637,104.0
15554,Hungary,Moldova,2,51.72727272727273,87.27272727272727
15555,Republic of Ireland,Andorra,3,37.18181818181818,201.54545454545453
15556,Italy,Faroe Islands,5,9.272727272727273,125.81818181818181
15557,Jamaica,Peru,-1,77.45454545454545,54.09090909090909
15558,Japan,Guatemala,2,36.72727272727273,120.18181818181819
15559,South Korea,Iran,-1,0.0,0.0
15560,North Macedonia,Armenia,0,67.18181818181819,89.63636363636364
15561,Malta,Latvia,-2,156.0909090909091,56.72727272727273
15562,Mexico,Colombia,1,22.09090909090909,40.09090909090909
15563,Netherlands,Finland,2,2.6363636363636362,62.09090909090909
15564,Norway,Portugal,1,20.727272727272727,6.2727272727272725
15565,Panama,Trinidad and Tobago,3,75.36363636363636,88.18181818181819
15566,Poland,Australia,-1,62.0,21.454545454545453
15567,Qatar,Oman,0,100.27272727272727,92.36363636363636
15568,Russia,Slovakia,-1,13.909090909090908,27.272727272727273
15569,Scotland,Liechtenstein,2,46.45454545454545,149.72727272727272
15570,Serbia,Slovenia,0,17.181818181818183,21.90909090909091
15571,Sweden,San Marino,6,36.81818181818182,202.54545454545453
15572,Switzerland,England,-2,20.454545454545453,7.090909090909091
15573,Turkey,Belgium,3,31.454545454545453,60.0
15574,Ukraine,Chile,2,27.454545454545453,13.727272727272727
15575,United Arab Emirates,Kuwait,3,100.63636363636364,94.81818181818181
15576,Venezuela,Ecuador,1,51.72727272727273,50.63636363636363
15577,Yemen,Syria,2,111.81818181818181,99.36363636363636
15578,India,Thailand,-1,137.9090909090909,106.0
15579,Belize,Trinidad and Tobago,0,178.27272727272728,88.18181818181819
15580,Saint Lucia,Saint Vincent and the Grenadines,-4,0.0,0.0
15581,French Guiana,Suriname,-1,0.0,130.72727272727272
15582,India,Namibia,2,137.9090909090909,120.36363636363636
15583,Jordan,Iraq,4,100.9090909090909,93.27272727272727
15584,Anguilla,British Virgin Islands,-1,202.54545454545453,187.36363636363637
15585,Yemen,Zambia,-1,111.81818181818181,72.63636363636364
15586,Antigua and Barbuda,Trinidad and Tobago,-1,121.9090909090909,88.18181818181819
15587,Jordan,Bahrain,2,100.9090909090909,73.0909090909091
15588,Saint Martin,British Virgin Islands,3,0.0,187.36363636363637
15589,Iraq,Oman,3,93.27272727272727,92.36363636363636
15590,Saint Lucia,Trinidad and Tobago,-3,0.0,88.18181818181819
15591,French Guiana,Mayotte,0,0.0,0.0
15592,Réunion,Saint Pierre and Miquelon,11,0.0,0.0
15593,Antigua and Barbuda,Saint Lucia,5,121.9090909090909,0.0
15594,Guadeloupe,New Caledonia,0,0.0,150.45454545454547
15595,Martinique,Tahiti,4,0.0,189.45454545454547
15596,Iran,Bahrain,3,0.0,73.0909090909091
15597,Jordan,Syria,0,100.9090909090909,99.36363636363636
15598,Vietnam,North Korea,0,125.27272727272727,0.0
15599,French Guiana,Saint Pierre and Miquelon,7,0.0,0.0
15600,Iraq,Yemen,2,93.27272727272727,111.81818181818181
15601,Mayotte,Réunion,-1,0.0,0.0
15602,Bahrain,Oman,2,73.0909090909091,92.36363636363636
15603,Barbados,Dominica,-2,128.1818181818182,167.63636363636363
15604,Guadeloupe,Tahiti,0,0.0,189.45454545454547
15605,Guyana,Trinidad and Tobago,0,115.0909090909091,88.18181818181819
15606,New Caledonia,Martinique,-4,150.45454545454547,0.0
15607,Syria,Kuwait,-1,99.36363636363636,94.81818181818181
15608,Yemen,Palestine,3,111.81818181818181,173.9090909090909
15609,French Guiana,Réunion,-1,0.0,0.0
15610,Jordan,Kuwait,0,100.9090909090909,94.81818181818181
15611,Mayotte,Saint Pierre and Miquelon,10,0.0,0.0
15612,Oman,Iran,0,92.36363636363636,0.0
15613,Guadeloupe,Martinique,2,0.0,0.0
15614,New Caledonia,Tahiti,0,150.45454545454547,189.45454545454547
15615,Palestine,Iraq,-3,173.9090909090909,93.27272727272727
15616,Iran,Iraq,2,0.0,93.27272727272727
15617,Kuwait,Yemen,0,94.81818181818181,111.81818181818181
15618,Mayotte,Guadeloupe,-4,0.0,0.0
15619,Saint Martin,Cayman Islands,0,0.0,171.1818181818182
15620,Puerto Rico,Anguilla,3,158.0,202.54545454545453
15621,Réunion,Martinique,0,0.0,0.0
15622,Iran,Kuwait,-1,0.0,94.81818181818181
15623,Cayman Islands,Anguilla,4,171.1818181818182,202.54545454545453
15624,India,Hong Kong,-1,137.9090909090909,139.1818181818182
15625,Puerto Rico,Saint Martin,2,158.0,0.0
15626,Anguilla,Saint Martin,2,202.54545454545453,0.0
15627,Barbados,Saint Kitts and Nevis,0,128.1818181818182,0.0
15628,Puerto Rico,Cayman Islands,2,158.0,171.1818181818182
15629,Iran,Brazil,-3,0.0,2.5454545454545454
15630,Albania,Bosnia and Herzegovina,0,75.54545454545455,51.54545454545455
15631,Andorra,North Macedonia,-2,201.54545454545453,67.18181818181819
15632,Armenia,Slovakia,3,89.63636363636364,27.272727272727273
15633,Austria,Azerbaijan,3,57.18181818181818,104.0
15634,China PR,Syria,2,84.0909090909091,99.36363636363636
15635,Colombia,Ecuador,1,40.09090909090909,50.63636363636363
15636,Cyprus,Norway,-1,70.9090909090909,20.727272727272727
15637,Czech Republic,Scotland,1,30.272727272727273,46.45454545454545
15638,Georgia,Malta,1,103.54545454545455,156.0909090909091
15639,Germany,Turkey,3,4.636363636363637,31.454545454545453
15640,Greece,Latvia,1,11.636363636363637,56.72727272727273
15641,Hungary,San Marino,8,51.72727272727273,202.54545454545453
15642,India,Vietnam,3,137.9090909090909,125.27272727272727
15643,Indonesia,Uruguay,-6,135.63636363636363,12.0
15644,Republic of Ireland,Russia,-1,37.18181818181818,13.909090909090908
15645,Japan,Argentina,1,36.72727272727273,6.363636363636363
15646,Kazakhstan,Belgium,-2,129.63636363636363,60.0
15647,Kuwait,Bahrain,-2,94.81818181818181,73.0909090909091
15648,Luxembourg,Belarus,0,126.63636363636364,66.54545454545455
15649,Moldova,Netherlands,-1,87.27272727272727,2.6363636363636362
15650,Montenegro,Switzerland,1,54.81818181818182,20.454545454545453
15651,Montserrat,Barbados,-5,202.54545454545453,128.1818181818182
15652,Northern Ireland,Italy,0,48.27272727272727,9.272727272727273
15653,Oman,Gabon,1,92.36363636363636,38.81818181818182
15654,Panama,El Salvador,1,75.36363636363636,90.36363636363636
15655,Peru,Costa Rica,2,54.09090909090909,51.45454545454545
15656,Portugal,Denmark,3,6.2727272727272725,30.272727272727273
15657,Serbia,Estonia,-2,17.181818181818183,91.63636363636364
15658,Slovenia,Faroe Islands,5,21.90909090909091,125.81818181818181
15659,Spain,Lithuania,3,1.1818181818181819,52.0
15660,Saint Vincent and the Grenadines,Saint Kitts and Nevis,0,0.0,0.0
15661,Ukraine,Canada,0,27.454545454545453,77.27272727272727
15662,Wales,Bulgaria,-1,87.27272727272727,41.18181818181818
15663,Angola,Guinea-Bissau,1,88.27272727272727,174.45454545454547
15664,Australia,Paraguay,1,21.454545454545453,23.727272727272727
15665,Burkina Faso,Gambia,3,45.63636363636363,97.45454545454545
15666,Burundi,Ivory Coast,-1,139.36363636363637,0.0
15667,Cameroon,DR Congo,0,29.818181818181817,0.0
15668,Comoros,Mozambique,-1,176.27272727272728,87.18181818181819
15669,France,Romania,2,15.181818181818182,40.90909090909091
15670,Guatemala,Belize,4,120.18181818181819,178.27272727272728
15671,Israel,Croatia,-1,36.63636363636363,10.818181818181818
15672,Kenya,Uganda,0,114.72727272727273,71.27272727272727
15673,Malawi,Chad,6,80.54545454545455,139.54545454545453
15674,Mali,Liberia,2,58.36363636363637,156.0909090909091
15675,New Zealand,Honduras,0,65.81818181818181,45.18181818181818
15676,Rwanda,Benin,-3,113.27272727272727,64.9090909090909
15677,Saudi Arabia,Uzbekistan,4,67.27272727272727,92.36363636363636
15678,Senegal,Mauritius,7,80.72727272727273,182.27272727272728
15679,Tanzania,Morocco,-1,112.27272727272727,76.27272727272727
15680,United Arab Emirates,Chile,-2,100.63636363636364,13.727272727272727
15681,United States,Poland,0,0.0,62.0
15682,Central African Republic,Algeria,2,174.27272727272728,32.18181818181818
15683,Congo,Eswatini,3,108.54545454545455,0.0
15684,Ghana,Sudan,0,24.181818181818183,110.75
15685,Guinea,Nigeria,1,78.36363636363636,26.545454545454547
15686,Jamaica,Trinidad and Tobago,1,77.45454545454545,88.18181818181819
15687,Libya,Zambia,1,97.0,72.63636363636364
15688,Madagascar,Ethiopia,-1,153.0,129.54545454545453
15689,Niger,Egypt,1,141.45454545454547,11.181818181818182
15690,Sierra Leone,South Africa,0,131.36363636363637,69.63636363636364
15691,Saint Kitts and Nevis,Montserrat,4,0.0,202.54545454545453
15692,Togo,Tunisia,-1,81.0909090909091,54.09090909090909
15693,Zimbabwe,Cape Verde,0,115.0,0.0
15694,Brazil,Ukraine,2,2.5454545454545454,27.454545454545453
15695,Armenia,Andorra,4,89.63636363636364,201.54545454545453
15696,Azerbaijan,Turkey,1,104.0,31.454545454545453
15697,Bahrain,Uzbekistan,-2,73.0909090909091,92.36363636363636
15698,Belarus,Albania,2,66.54545454545455,75.54545454545455
15699,Belgium,Austria,0,60.0,57.18181818181818
15700,Bulgaria,Saudi Arabia,2,41.18181818181818,67.27272727272727
15701,China PR,Uruguay,-4,84.0909090909091,12.0
15702,Costa Rica,El Salvador,2,51.45454545454545,90.36363636363636
15703,Croatia,Norway,2,10.818181818181818,20.727272727272727
15704,Denmark,Cyprus,2,30.272727272727273,70.9090909090909
15705,Ecuador,Poland,0,50.63636363636363,62.0
15706,England,Montenegro,0,7.090909090909091,54.81818181818182
15707,Equatorial Guinea,Botswana,2,150.54545454545453,95.72727272727273
15708,Estonia,Slovenia,-1,91.63636363636364,21.90909090909091
15709,Faroe Islands,Northern Ireland,0,125.81818181818181,48.27272727272727
15710,Finland,Hungary,-1,62.09090909090909,51.72727272727273
15711,France,Luxembourg,2,15.181818181818182,126.63636363636364
15712,Greece,Israel,2,11.636363636363637,36.63636363636363
15713,Guatemala,Honduras,-2,120.18181818181819,45.18181818181818
15714,Iceland,Portugal,-2,95.0909090909091,6.2727272727272725
