Year,team,away_goals_conceded,away_score,away_games,home_score,home_goals_conceded,home_games,hs_mean,as_mean,as_conceded_mean,hs_conceded_mean,H_AttackS,A_AttackS,H_DefenseS,A_DefenseS
1994,Peru,5,2,5,2.0,1.0,2.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.641169853768279,0.3762376237623763,0.4702970297029703,0.641169853768279
1994,Poland,4,6,5,9.0,7.0,6.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.9617547806524185,1.1287128712871286,1.0973597359735974,0.5129358830146232
1994,Portugal,4,7,4,9.0,0.0,2.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,2.8852643419572552,1.6460396039603962,0.0,0.641169853768279
1994,Puerto Rico,1,1,2,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.4702970297029703,,0.3205849268841395
1994,Qatar,4,1,3,8.0,6.0,6.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.8548931383577053,0.3135313531353135,0.9405940594059407,0.8548931383577053
1994,Republic of Ireland,4,12,7,6.0,3.0,5.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.7694038245219348,1.6124469589816124,0.5643564356435643,0.36638277358187366
1994,Romania,6,8,7,18.0,12.0,9.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.282339707536558,1.074964639321075,1.254125412541254,0.5495741603728105
1994,Russia,9,11,9,12.0,3.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.923509561304837,1.1496149614961497,0.7054455445544555,0.641169853768279
1994,San Marino,10,1,3,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.3135313531353135,,2.1372328458942635
1994,Saudi Arabia,16,15,13,15.0,17.0,13.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.7398113697326295,1.0853008377760853,1.23000761614623,0.7891321277148049
1994,Scotland,5,5,4,6.0,3.0,3.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.282339707536558,1.1757425742574257,0.9405940594059407,0.8014623172103488
1994,Senegal,11,8,10,5.0,2.0,3.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.0686164229471318,0.7524752475247526,0.627062706270627,0.7052868391451069
1994,Serbia,3,0,2,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.0,,0.9617547806524185
1994,Seychelles,2,0,1,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.0,,1.282339707536558
1994,Sierra Leone,8,2,3,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.627062706270627,,1.7097862767154106
1994,Sint Maarten,8,2,2,3.0,0.0,1.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.923509561304837,0.9405940594059407,0.0,2.564679415073116
1994,Slovakia,11,9,7,5.0,2.0,3.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.0686164229471318,1.2093352192362095,0.627062706270627,1.0075526273501527
1994,Slovenia,2,3,6,7.0,5.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.1220472440944882,0.4702970297029703,1.1757425742574257,0.21372328458942633
1994,Somalia,7,1,2,2.0,1.0,1.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.282339707536558,0.4702970297029703,0.9405940594059407,2.2440944881889764
1994,South Africa,3,2,4,2.0,1.0,3.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.42744656917885265,0.4702970297029703,0.3135313531353135,0.48087739032620924
1994,South Korea,11,11,7,8.0,5.0,7.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.7327655471637473,1.4780763790664782,0.6718528995756718,1.0075526273501527
1994,Spain,7,17,8,13.0,7.0,7.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.1907440141410897,1.9987623762376239,0.9405940594059407,0.5610236220472441
1994,Sudan,4,2,3,0.0,0.0,1.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.0,0.627062706270627,0.0,0.8548931383577053
1994,Suriname,9,3,4,6.0,1.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.9617547806524185,0.7054455445544555,0.23514851485148516,1.4426321709786276
1994,Sweden,15,18,12,18.0,5.0,7.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.6487224811184318,1.410891089108911,0.6718528995756718,0.8014623172103488
1994,Switzerland,10,15,9,11.0,4.0,6.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.1754780652418448,1.5676567656765679,0.627062706270627,0.7124109486314211
1994,Tahiti,4,9,3,3.0,1.0,2.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.9617547806524185,2.821782178217822,0.4702970297029703,0.8548931383577053
1994,Tajikistan,2,2,3,0.0,2.0,1.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.0,0.627062706270627,1.8811881188118813,0.42744656917885265
1994,Tanzania,5,2,2,16.0,2.0,6.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.7097862767154106,0.9405940594059407,0.3135313531353135,1.6029246344206975
1994,Thailand,2,2,1,1.0,1.0,1.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.641169853768279,1.8811881188118813,0.9405940594059407,1.282339707536558
1994,Togo,6,4,4,4.0,0.0,2.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.282339707536558,0.9405940594059407,0.0,0.9617547806524185
1994,Tonga,3,2,2,2.0,1.0,1.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.282339707536558,0.9405940594059407,0.9405940594059407,0.9617547806524185
1994,Trinidad and Tobago,2,2,2,13.0,7.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,2.0838020247469067,0.9405940594059407,1.6460396039603962,0.641169853768279
1994,Tunisia,6,6,4,12.0,7.0,7.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.099148320745621,1.410891089108911,0.9405940594059407,0.9617547806524185
1994,Turkey,5,5,3,7.0,7.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.1220472440944882,1.5676567656765679,1.6460396039603962,1.0686164229471318
1994,Turkmenistan,5,7,4,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,1.6460396039603962,,0.8014623172103488
1994,Uganda,6,3,3,7.0,2.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.1220472440944882,0.9405940594059407,0.4702970297029703,1.282339707536558
1994,Ukraine,5,1,4,7.0,4.0,5.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.8976377952755905,0.23514851485148516,0.7524752475247526,0.8014623172103488
1994,United Arab Emirates,3,1,4,11.0,8.0,10.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.7052868391451069,0.23514851485148516,0.7524752475247526,0.48087739032620924
1994,United States,7,5,5,26.0,21.0,22.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.757746190817057,0.9405940594059407,0.8978397839783979,0.8976377952755905
1994,Uruguay,0,1,1,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.9405940594059407,,0.0
1994,Vanuatu,4,0,1,5.0,8.0,3.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.0686164229471318,0.0,2.508250825082508,2.564679415073116
1994,Wales,9,4,3,3.0,8.0,4.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,0.48087739032620924,1.254125412541254,1.8811881188118813,1.923509561304837
1994,Yemen,2,3,3,0.0,0.0,0.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,,0.9405940594059407,,0.42744656917885265
1994,Zambia,8,13,8,14.0,3.0,8.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.1220472440944882,1.5284653465346536,0.35272277227722776,0.641169853768279
1994,Zimbabwe,6,2,3,4.0,3.0,2.0,1.5596491228070175,1.063157894736842,1.5596491228070175,1.063157894736842,1.282339707536558,0.627062706270627,1.410891089108911,1.282339707536558
1995,Albania,9,4,4,7.0,2.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.0263037511436413,0.8940027894002789,0.44700139470013944,1.319533394327539
1995,Algeria,9,5,6,13.0,3.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.089138674683048,0.7450023245002325,0.3831440526001195,0.8796889295516925
1995,Angola,3,3,2,9.0,0.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.319533394327539,1.3410041841004183,0.0,0.8796889295516925
1995,Anguilla,3,2,1,0.0,1.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,1.7880055788005578,0.8940027894002789,1.759377859103385
1995,Antigua and Barbuda,8,2,3,5.0,5.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.977432143946325,0.5960018596001859,1.490004649000465,1.56389143031412
1995,Argentina,8,9,6,21.0,7.0,10.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.2315645013723695,1.3410041841004183,0.6258019525801952,0.78194571515706
1995,Armenia,5,3,3,2.0,8.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.2932296431838975,0.8940027894002789,1.7880055788005578,0.977432143946325
1995,Aruba,3,2,1,3.0,4.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.759377859103385,1.7880055788005578,3.5760111576011155,1.759377859103385
1995,Australia,2,0,2,8.0,4.0,6.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.78194571515706,0.0,0.5960018596001859,0.586459286367795
1995,Austria,9,8,3,16.0,2.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,2.34583714547118,2.3840074384007437,0.44700139470013944,1.759377859103385
1995,Azerbaijan,16,1,3,1.0,5.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.195486428789265,0.29800092980009296,1.490004649000465,3.12778286062824
1995,Bangladesh,6,4,5,1.0,0.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.7152022315202232,0.0,0.703751143641354
1995,Barbados,5,5,4,4.0,2.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.78194571515706,1.1175034867503486,0.5960018596001859,0.7330741079597438
1995,Belarus,6,5,5,2.0,3.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.39097285757853,0.8940027894002789,0.8940027894002789,0.703751143641354
1995,Belgium,2,9,4,5.0,5.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.7330741079597438,2.0115062761506275,1.1175034867503486,0.2932296431838975
1995,Belize,5,1,2,0.0,0.0,0.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,,0.44700139470013944,,1.4661482159194876
1995,Benin,10,0,2,0.0,0.0,0.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,,0.0,,2.9322964318389753
1995,Bolivia,11,9,7,3.0,3.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,1.1494321578003588,0.8940027894002789,0.9215788785779636
1995,Bosnia and Herzegovina,2,0,1,0.0,0.0,0.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,,0.0,,1.17291857273559
1995,Botswana,13,0,3,2.0,6.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.39097285757853,0.0,1.7880055788005578,2.5413235742604448
1995,Brazil,4,14,7,23.0,4.0,10.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.3488563586459283,1.7880055788005578,0.3576011157601116,0.33511959221016857
1995,Bulgaria,11,9,8,9.0,3.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.0556267154620311,1.0057531380753137,0.5364016736401673,0.8063815187557182
1995,Burkina Faso,5,2,3,5.0,8.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.977432143946325,0.5960018596001859,2.3840074384007437,0.977432143946325
1995,Cameroon,14,8,7,6.0,1.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8796889295516925,1.0217174736003187,0.22350069735006972,1.17291857273559
1995,Canada,2,0,1,11.0,11.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.9215788785779636,0.0,1.4048615262004382,1.17291857273559
1995,Cape Verde,3,1,2,2.0,0.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.44700139470013944,0.0,0.8796889295516925
1995,Chile,14,5,5,7.0,5.0,6.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.6842025007624276,0.8940027894002789,0.7450023245002325,1.642086001829826
1995,China PR,1,1,2,3.0,3.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.44700139470013944,0.8940027894002789,0.2932296431838975
1995,Colombia,14,6,12,9.0,3.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.0556267154620311,0.44700139470013944,0.5364016736401673,0.6842025007624276
1995,Congo,6,4,3,3.0,5.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,1.1920037192003718,1.490004649000465,1.17291857273559
1995,Cook Islands,11,0,1,2.0,26.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.39097285757853,0.0,7.748024174802417,6.451052150045745
1995,Costa Rica,12,5,7,3.0,3.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8796889295516925,0.6385734210001992,1.3410041841004183,1.0053587766305057
1995,Croatia,2,2,3,14.0,2.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,2.0526075022872825,0.5960018596001859,0.44700139470013944,0.39097285757853
1995,Cuba,3,8,5,14.0,0.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,2.7368100030497104,1.4304044630404464,0.0,0.351875571820677
1995,Curaçao,7,6,3,5.0,4.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.4661482159194876,1.7880055788005578,1.7880055788005578,1.3684050015248552
1995,Cyprus,12,0,3,11.0,12.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.9215788785779636,0.0,1.532576210400478,2.34583714547118
1995,Czech Republic,4,6,5,16.0,4.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.8766697163769441,1.0728033472803347,0.7152022315202232,0.46916742909423603
1995,DR Congo,0,1,1,12.0,3.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.759377859103385,0.8940027894002789,0.6705020920502092,0.0
1995,Denmark,2,9,5,12.0,3.0,6.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,1.609205020920502,0.44700139470013944,0.23458371454711802
1995,Ecuador,10,6,7,6.0,3.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,0.766288105200239,0.8940027894002789,0.8377989805254215
1995,Egypt,7,7,9,14.0,6.0,6.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.3684050015248552,0.6953355028668836,0.8940027894002789,0.45613500050828504
1995,England,1,0,2,10.0,9.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8377989805254215,0.0,1.1494321578003588,0.2932296431838975
1995,Estonia,25,3,7,1.0,19.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.11729185727355901,0.3831440526001195,3.3972105997210598,2.0944974513135537
1995,Ethiopia,9,3,4,9.0,3.0,6.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8796889295516925,0.6705020920502092,0.44700139470013944,1.319533394327539
1995,Faroe Islands,11,3,4,5.0,11.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.7330741079597438,0.6705020920502092,2.458507670850767,1.6127630375114363
1995,Fiji,6,3,2,19.0,6.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,2.228545288197621,1.3410041841004183,1.0728033472803347,1.759377859103385
1995,Finland,12,11,7,2.0,8.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.2932296431838975,1.4048615262004382,1.7880055788005578,1.0053587766305057
1995,France,1,4,4,17.0,1.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,2.4924519670631287,0.8940027894002789,0.22350069735006972,0.14661482159194875
1995,French Guiana,3,1,2,8.0,8.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,0.44700139470013944,1.7880055788005578,0.8796889295516925
1995,Gabon,4,10,4,11.0,5.0,6.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.0751753583409576,2.235006973500697,0.7450023245002325,0.586459286367795
1995,Gambia,6,2,4,1.0,1.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.44700139470013944,0.8940027894002789,0.8796889295516925
1995,Georgia,7,4,3,4.0,3.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.78194571515706,1.1920037192003718,0.8940027894002789,1.3684050015248552
1995,Germany,6,10,7,16.0,4.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.8766697163769441,1.2771468420003984,0.7152022315202232,0.5026793883152528
1995,Ghana,10,8,8,4.0,1.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,0.8940027894002789,0.44700139470013944,0.7330741079597438
1995,Greece,9,10,6,7.0,6.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.821043000914913,1.490004649000465,1.0728033472803347,0.8796889295516925
1995,Greenland,0,1,1,6.0,4.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,0.8940027894002789,1.1920037192003718,0.0
1995,Grenada,4,0,1,4.0,0.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.78194571515706,0.0,0.0,2.34583714547118
1995,Guadeloupe,2,2,1,3.0,3.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8796889295516925,1.7880055788005578,1.3410041841004183,1.17291857273559
1995,Guam,8,0,1,0.0,15.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.0,6.705020920502092,4.69167429094236
1995,Guatemala,5,1,3,1.0,0.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.29800092980009296,0.0,0.977432143946325
1995,Guernsey,4,3,3,5.0,4.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.4661482159194876,0.8940027894002789,1.7880055788005578,0.78194571515706
1995,Guinea,10,1,4,15.0,2.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.759377859103385,0.22350069735006972,0.3576011157601116,1.4661482159194876
1995,Guinea-Bissau,4,0,3,4.0,2.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,0.0,0.8940027894002789,0.78194571515706
1995,Guyana,3,0,1,0.0,4.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.0,3.5760111576011155,1.759377859103385
1995,Honduras,2,1,2,8.0,2.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.9383348581884721,0.44700139470013944,0.3576011157601116,0.586459286367795
1995,Hungary,9,4,5,7.0,5.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.821043000914913,0.7152022315202232,0.8940027894002789,1.0556267154620311
1995,Iceland,3,2,3,4.0,3.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.5960018596001859,0.6705020920502092,0.586459286367795
1995,India,3,2,2,2.0,6.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.2932296431838975,0.8940027894002789,1.3410041841004183,0.8796889295516925
1995,Iraq,2,3,2,7.0,2.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.3684050015248552,1.3410041841004183,0.5960018596001859,0.586459286367795
1995,Isle of Man,10,2,3,0.0,2.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.5960018596001859,1.7880055788005578,1.95486428789265
1995,Isle of Wight,3,8,4,1.0,1.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,1.7880055788005578,0.8940027894002789,0.43984446477584627
1995,Israel,11,7,6,10.0,5.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,1.0430032543003254,0.8940027894002789,1.0751753583409576
1995,Italy,3,5,5,12.0,2.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.759377859103385,0.8940027894002789,0.44700139470013944,0.351875571820677
1995,Ivory Coast,3,5,5,15.0,6.0,9.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.977432143946325,0.8940027894002789,0.5960018596001859,0.351875571820677
1995,Jamaica,10,13,6,16.0,7.0,12.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.78194571515706,1.9370060437006043,0.5215016271501627,0.977432143946325
1995,Japan,13,11,7,16.0,20.0,11.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8530316892622474,1.4048615262004382,1.6254596170914162,1.089138674683048
1995,Jersey,3,2,3,6.0,1.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.17291857273559,0.5960018596001859,0.29800092980009296,0.586459286367795
1995,Kazakhstan,3,0,2,0.0,0.0,0.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,,0.0,,0.8796889295516925
1995,Kenya,0,0,1,5.0,1.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.977432143946325,0.0,0.29800092980009296,0.0
1995,Latvia,14,6,5,8.0,3.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.9383348581884721,1.0728033472803347,0.5364016736401673,1.642086001829826
1995,Lesotho,7,1,2,0.0,4.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.44700139470013944,1.7880055788005578,2.0526075022872825
1995,Liberia,6,1,6,7.0,3.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.0263037511436413,0.14900046490004648,0.6705020920502092,0.586459286367795
1995,Liechtenstein,8,0,2,0.0,11.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.0,3.2780102278010226,2.34583714547118
1995,Lithuania,10,9,5,11.0,7.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.9215788785779636,1.609205020920502,0.8940027894002789,1.17291857273559
1995,Luxembourg,12,3,4,2.0,2.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.2932296431838975,0.6705020920502092,0.44700139470013944,1.759377859103385
1995,Malawi,1,3,3,1.0,4.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.2932296431838975,0.8940027894002789,1.7880055788005578,0.195486428789265
1995,Mali,19,6,10,10.0,7.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.8377989805254215,0.5364016736401673,0.8940027894002789,1.1142726440988104
1995,Malta,8,1,4,2.0,8.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.2932296431838975,0.22350069735006972,1.7880055788005578,1.17291857273559
1995,Martinique,3,4,2,1.0,1.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,1.7880055788005578,0.8940027894002789,0.8796889295516925
1995,Mauritania,9,2,6,6.0,4.0,7.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.5026793883152528,0.29800092980009296,0.5108587368001594,0.8796889295516925
1995,Mauritius,2,0,1,0.0,6.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.0,2.6820083682008367,1.17291857273559
1995,Mexico,8,5,6,15.0,16.0,11.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.7997172086833568,0.7450023245002325,1.300367693673133,0.78194571515706
1995,Moldova,10,1,3,5.0,8.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.977432143946325,0.29800092980009296,2.3840074384007437,1.95486428789265
1995,Montserrat,0,1,1,3.0,2.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.759377859103385,0.8940027894002789,1.7880055788005578,0.0
1995,Morocco,2,0,1,7.0,0.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.821043000914913,0.0,0.0,1.17291857273559
1995,Mozambique,4,5,5,10.0,4.0,4.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,1.4661482159194876,0.8940027894002789,0.8940027894002789,0.46916742909423603
1995,Namibia,10,3,4,0.0,0.0,1.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.0,0.6705020920502092,0.0,1.4661482159194876
1995,Nepal,2,1,1,2.0,2.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.586459286367795,0.8940027894002789,0.8940027894002789,1.17291857273559
1995,Netherlands,4,7,4,8.0,2.0,5.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.9383348581884721,1.564504881450488,0.3576011157601116,0.586459286367795
1995,New Caledonia,2,9,2,10.0,1.0,2.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,2.9322964318389753,4.023012552301255,0.44700139470013944,0.586459286367795
1995,New Zealand,17,5,5,4.0,2.0,3.0,1.7051482059282372,1.1185647425897036,1.7051482059282372,1.1185647425897036,0.78194571515706,0.8940027894002789,0.5960018596001859,1.993961573650503
