home_team,away_team,home_goals,away_goals,Ranking_home_team,Ranking_away_team,Total_Score_home_team,Total_Score_away_team,Total_count_home_team,Total_count_away_team,Year,tournament,HomeTeamRank_Difference,AwayTeamRank_Difference
Iraq,Chinese Taipei,6,1,43,152.5,592.5833333,272.3333333,5,5,2004,FIFA World Cup qualification,-109.5,109.5
Japan,India,7,0,22.75,139.25,672.3333333,322.75,10,5,2004,FIFA World Cup qualification,-116.5,116.5
South Korea,Vietnam,2,0,0,98.58333333,0,461.6666667,9,4,2004,FIFA World Cup qualification,-98.58333333,98.58333333
Kuwait,Hong Kong,4,0,57,141.6666667,555.25,314.4166667,8,5,2004,FIFA World Cup qualification,-84.66666667,84.66666667
Lebanon,Maldives,3,0,110.0833333,140.4166667,424.5,316.3333333,4,6,2004,FIFA World Cup qualification,-30.33333333,30.33333333
Oman,Singapore,7,0,58.83333333,113.5,551.8333333,416.3333333,8,2,2004,FIFA World Cup qualification,-54.66666667,54.66666667
Qatar,Laos,5,0,59.08333333,169.75,550.1666667,204.4166667,6,2,2004,FIFA World Cup qualification,-110.6666667,110.6666667
Saudi Arabia,Turkmenistan,3,0,26.25,92.5,657.1666667,479.4166667,10,3,2004,FIFA World Cup qualification,-66.25,66.25
Thailand,North Korea,1,4,65.16666667,0,538.8333333,0,9,5,2004,FIFA World Cup qualification,65.16666667,-65.16666667
United Arab Emirates,Yemen,3,0,76.5,131.1666667,518.5,354.4166667,9,6,2004,FIFA World Cup qualification,-54.66666667,54.66666667
Uzbekistan,Palestine,3,0,68.66666667,130.8333333,533.75,355,4,6,2004,FIFA World Cup qualification,-62.16666667,62.16666667
Syria,Tajikistan,2,1,85.75,135.25,499.4166667,341.75,5,5,2004,FIFA World Cup qualification,-49.5,49.5
Estonia,North Macedonia,2,4,74.33333333,91.25,522.75,484.6666667,7,4,2004,Friendly,-16.91666667,16.91666667
Cuba,Costa Rica,2,2,75.66666667,24.66666667,520.4166667,661.4166667,4,7,2004,FIFA World Cup qualification,51,-51
Curaçao,Honduras,1,2,0,52.91666667,0,561.6666667,0,10,2004,FIFA World Cup qualification,-52.91666667,52.91666667
Haiti,Jamaica,1,1,92.08333333,50.16666667,478,568.6666667,3,9,2004,FIFA World Cup qualification,41.91666667,-41.91666667
Portugal,Greece,1,2,14.16666667,24.5,699.9166667,672.6666667,8,8,2004,UEFA Euro,-10.33333333,10.33333333
Spain,Russia,1,0,3.333333333,28.75,785.5833333,651.75,6,6,2004,UEFA Euro,-25.41666667,25.41666667
Suriname,Guatemala,1,1,151.1666667,76.16666667,274.5833333,519.4166667,0,9,2004,FIFA World Cup qualification,75,-75
Barbados,Saint Kitts and Nevis,0,2,114.6666667,0,408.8333333,0,3,0,2004,FIFA World Cup qualification,114.6666667,-114.6666667
Burkina Faso,Benin,4,2,77.25,122.0833333,516.9166667,388.4166667,3,5,2004,Friendly,-44.83333333,44.83333333
Canada,Belize,4,0,92.5,179.0833333,480,157.4166667,1,0,2004,FIFA World Cup qualification,-86.58333333,86.58333333
Cape Verde,Senegal,1,3,0,30.16666667,0,648.5833333,3,5,2004,Friendly,-30.16666667,30.16666667
Dominican Republic,Trinidad and Tobago,0,2,170.6666667,68.41666667,197.8333333,532,0,8,2004,FIFA World Cup qualification,102.25,-102.25
El Salvador,Bermuda,2,1,101.75,164.5833333,449.3333333,215.75,8,0,2004,FIFA World Cup qualification,-62.83333333,62.83333333
France,England,2,1,2,8.333333333,812.4166667,733.5,10,4,2004,UEFA Euro,-6.333333333,6.333333333
Mozambique,Malawi,2,0,126.8333333,105.6666667,373.4166667,438.5833333,5,7,2004,COSAFA Cup,21.16666667,-21.16666667
Panama,Saint Lucia,4,0,113.8333333,0,411.6666667,0,8,1,2004,FIFA World Cup qualification,113.8333333,-113.8333333
Switzerland,Croatia,0,0,46.16666667,22.5,583.1666667,668.6666667,5,6,2004,UEFA Euro,23.66666667,-23.66666667
United States,Grenada,3,0,0,144.25,0,303,13,0,2004,FIFA World Cup qualification,-144.25,144.25
Denmark,Italy,0,0,14.25,9.833333333,706.9166667,728.3333333,5,5,2004,UEFA Euro,4.416666667,-4.416666667
Ghana,Togo,0,0,78.16666667,94.58333333,514.3333333,475.5833333,6,3,2004,Friendly,-16.41666667,16.41666667
Sweden,Bulgaria,5,0,19.16666667,38.58333333,681.75,613.1666667,5,5,2004,UEFA Euro,-19.41666667,19.41666667
Czech Republic,Latvia,2,1,6.583333333,57.16666667,747,552.75,5,6,2004,UEFA Euro,-50.58333333,50.58333333
Germany,Netherlands,1,1,11.83333333,5,718.9166667,748.0833333,7,5,2004,UEFA Euro,6.833333333,-6.833333333
Canada,Belize,4,0,92.5,179.0833333,480,157.4166667,1,0,2004,FIFA World Cup qualification,-86.58333333,86.58333333
Greece,Spain,1,1,24.5,3.333333333,672.6666667,785.5833333,3,5,2004,UEFA Euro,21.16666667,-21.16666667
Portugal,Russia,2,0,14.16666667,28.75,699.9166667,651.75,8,6,2004,UEFA Euro,-14.58333333,14.58333333
Croatia,France,2,2,22.5,2,668.6666667,812.4166667,6,4,2004,UEFA Euro,20.5,-20.5
England,Switzerland,3,0,8.333333333,46.16666667,733.5,583.1666667,7,3,2004,UEFA Euro,-37.83333333,37.83333333
Iran,Lebanon,4,0,0,110.0833333,0,424.5,5,6,2004,WAFF Championship,-110.0833333,110.0833333
Palestine,Jordan,1,1,130.8333333,42.66666667,355,594.9166667,0,3,2004,WAFF Championship,88.16666667,-88.16666667
Bulgaria,Denmark,0,2,38.58333333,14.25,613.1666667,706.9166667,5,5,2004,UEFA Euro,24.33333333,-24.33333333
Italy,Sweden,1,1,9.833333333,19.16666667,728.3333333,681.75,6,9,2004,UEFA Euro,-9.333333333,9.333333333
Libya,Cameroon,0,0,73.08333333,15.91666667,524,704.6666667,5,5,2004,FIFA World Cup qualification,57.16666667,-57.16666667
Botswana,Malawi,2,0,109.6666667,105.6666667,424.8333333,438.5833333,7,7,2004,FIFA World Cup qualification,4,-4
Cape Verde,Uganda,1,0,0,102.0833333,0,451.1666667,3,6,2004,FIFA World Cup qualification,-102.0833333,102.0833333
Dominica,Mexico,0,10,169.3333333,6.5,198.1666667,739.0833333,0,2,2004,FIFA World Cup qualification,162.8333333,-162.8333333
Honduras,Curaçao,4,0,52.91666667,0,561.6666667,0,8,0,2004,FIFA World Cup qualification,52.91666667,-52.91666667
Iraq,Palestine,2,1,43,130.8333333,592.5833333,355,5,6,2004,WAFF Championship,-87.83333333,87.83333333
Latvia,Germany,0,0,57.16666667,11.83333333,552.75,718.9166667,8,4,2004,UEFA Euro,45.33333333,-45.33333333
Mali,Zambia,1,1,46.33333333,72,581.5,527.0833333,3,7,2004,FIFA World Cup qualification,-25.66666667,25.66666667
Netherlands,Czech Republic,2,3,5,6.583333333,748.0833333,747,6,4,2004,UEFA Euro,-1.583333333,1.583333333
Rwanda,Gabon,3,1,99.66666667,117.0833333,458.6666667,403.3333333,9,10,2004,FIFA World Cup qualification,-17.41666667,17.41666667
Saint Kitts and Nevis,Barbados,3,2,0,114.6666667,0,408.8333333,2,2,2004,FIFA World Cup qualification,-114.6666667,114.6666667
Syria,Lebanon,3,1,85.75,110.0833333,499.4166667,424.5,5,6,2004,WAFF Championship,-24.33333333,24.33333333
Angola,Nigeria,1,0,81.16666667,20.33333333,507.1666667,681,5,4,2004,FIFA World Cup qualification,60.83333333,-60.83333333
Benin,Sudan,1,1,122.0833333,108,388.4166667,431.75,8,6,2004,FIFA World Cup qualification,14.08333333,-14.08333333
Bermuda,El Salvador,2,2,164.5833333,101.75,215.75,449.3333333,1,7,2004,FIFA World Cup qualification,62.83333333,-62.83333333
Congo,Liberia,3,0,103.75,113.3333333,445.0833333,412.4166667,6,3,2004,FIFA World Cup qualification,-9.583333333,9.583333333
DR Congo,Burkina Faso,3,2,0,77.25,0,516.9166667,3,8,2004,FIFA World Cup qualification,-77.25,77.25
Costa Rica,Cuba,1,1,24.66666667,75.66666667,661.4166667,520.4166667,10,8,2004,FIFA World Cup qualification,-51,51
Egypt,Ivory Coast,1,2,33.16666667,0,640.6666667,0,8,6,2004,FIFA World Cup qualification,33.16666667,-33.16666667
Ghana,South Africa,3,0,78.16666667,39.16666667,514.3333333,611.6666667,6,4,2004,FIFA World Cup qualification,39,-39
Grenada,United States,2,3,144.25,0,303,0,0,3,2004,FIFA World Cup qualification,144.25,-144.25
Guatemala,Suriname,3,1,76.16666667,151.1666667,519.4166667,274.5833333,5,0,2004,FIFA World Cup qualification,-75,75
Guinea,Tunisia,2,1,89.41666667,35.16666667,490.25,631.75,4,0,2004,FIFA World Cup qualification,54.25,-54.25
Jamaica,Haiti,3,0,50.16666667,92.08333333,568.6666667,478,10,6,2004,FIFA World Cup qualification,-41.91666667,41.91666667
Portugal,Spain,1,0,14.16666667,3.333333333,699.9166667,785.5833333,8,5,2004,UEFA Euro,10.83333333,-10.83333333
Russia,Greece,2,1,28.75,24.5,651.75,672.6666667,4,8,2004,UEFA Euro,4.25,-4.25
Saint Lucia,Panama,0,3,0,113.8333333,0,411.6666667,2,1,2004,FIFA World Cup qualification,-113.8333333,113.8333333
Togo,Senegal,3,1,94.58333333,30.16666667,475.5833333,648.5833333,4,5,2004,FIFA World Cup qualification,64.41666667,-64.41666667
Trinidad and Tobago,Dominican Republic,4,0,68.41666667,170.6666667,532,197.8333333,7,0,2004,FIFA World Cup qualification,-102.25,102.25
Zimbabwe,Algeria,1,1,49.91666667,59.33333333,569.3333333,548.5833333,7,4,2004,FIFA World Cup qualification,-9.416666667,9.416666667
Croatia,England,2,4,22.5,8.333333333,668.6666667,733.5,6,4,2004,UEFA Euro,14.16666667,-14.16666667
Iran,Syria,7,1,0,85.75,0,499.4166667,5,4,2004,WAFF Championship,-85.75,85.75
Jordan,Iraq,2,0,42.66666667,43,594.9166667,592.5833333,5,8,2004,WAFF Championship,-0.333333333,0.333333333
Switzerland,France,1,3,46.16666667,2,583.1666667,812.4166667,5,4,2004,UEFA Euro,44.16666667,-44.16666667
Denmark,Sweden,2,2,14.25,19.16666667,706.9166667,681.75,5,9,2004,UEFA Euro,-4.916666667,4.916666667
Italy,Bulgaria,2,1,9.833333333,38.58333333,728.3333333,613.1666667,6,5,2004,UEFA Euro,-28.75,28.75
Germany,Czech Republic,1,2,11.83333333,6.583333333,718.9166667,747,7,4,2004,UEFA Euro,5.25,-5.25
Iran,Iraq,2,1,0,43,0,592.5833333,5,8,2004,WAFF Championship,-43,43
Jordan,Syria,1,1,42.66666667,85.75,594.9166667,499.4166667,5,4,2004,WAFF Championship,-43.08333333,43.08333333
Netherlands,Latvia,3,0,5,57.16666667,748.0833333,552.75,6,6,2004,UEFA Euro,-52.16666667,52.16666667
Portugal,England,2,2,14.16666667,8.333333333,699.9166667,733.5,8,4,2004,UEFA Euro,5.833333333,-5.833333333
France,Greece,0,1,2,24.5,812.4166667,672.6666667,10,8,2004,UEFA Euro,-22.5,22.5
Iran,Syria,4,1,0,85.75,0,499.4166667,5,4,2004,WAFF Championship,-85.75,85.75
Iraq,Jordan,1,3,43,42.66666667,592.5833333,594.9166667,5,3,2004,WAFF Championship,0.333333333,-0.333333333
Sweden,Netherlands,0,0,19.16666667,5,681.75,748.0833333,5,5,2004,UEFA Euro,14.16666667,-14.16666667
Argentina,Colombia,0,2,5,33.75,754.3333333,633.0833333,4,8,2004,Friendly,-28.75,28.75
Czech Republic,Denmark,3,0,6.583333333,14.25,747,706.9166667,5,5,2004,UEFA Euro,-7.666666667,7.666666667
Mexico,Dominica,8,0,6.5,169.3333333,739.0833333,198.1666667,13,0,2004,FIFA World Cup qualification,-162.8333333,162.8333333
Eswatini,Zimbabwe,0,5,0,49.91666667,0,569.3333333,6,9,2004,COSAFA Cup,-49.91666667,49.91666667
Argentina,Peru,2,1,5,72,754.3333333,527,4,7,2004,Friendly,-67,67
Portugal,Netherlands,2,1,14.16666667,5,699.9166667,748.0833333,8,5,2004,UEFA Euro,9.166666667,-9.166666667
Greece,Czech Republic,1,0,24.5,6.583333333,672.6666667,747,3,4,2004,UEFA Euro,17.91666667,-17.91666667
Botswana,Morocco,0,1,109.6666667,33.08333333,424.8333333,640.9166667,7,3,2004,FIFA World Cup qualification,76.58333333,-76.58333333
Cape Verde,DR Congo,1,1,0,0,0,0,3,7,2004,FIFA World Cup qualification,0,0
China PR,Lebanon,6,0,62.75,110.0833333,542.0833333,424.5,4,6,2004,Friendly,-47.33333333,47.33333333
Gabon,Angola,2,2,117.0833333,81.16666667,403.3333333,507.1666667,5,5,2004,FIFA World Cup qualification,35.91666667,-35.91666667
Malawi,Guinea,1,1,105.6666667,89.41666667,438.5833333,490.25,7,4,2004,FIFA World Cup qualification,16.25,-16.25
Nigeria,Algeria,1,0,20.33333333,59.33333333,681,548.5833333,5,4,2004,FIFA World Cup qualification,-39,39
Rwanda,Zimbabwe,0,2,99.66666667,49.91666667,458.6666667,569.3333333,9,9,2004,FIFA World Cup qualification,49.75,-49.75
Senegal,Zambia,1,0,30.16666667,72,648.5833333,527.0833333,4,7,2004,FIFA World Cup qualification,-41.83333333,41.83333333
South Africa,Burkina Faso,2,0,39.16666667,77.25,611.6666667,516.9166667,7,8,2004,FIFA World Cup qualification,-38.08333333,38.08333333
Sudan,Libya,0,1,108,73.08333333,431.75,524,8,4,2004,FIFA World Cup qualification,34.91666667,-34.91666667
Uganda,Ghana,1,1,102.0833333,78.16666667,451.1666667,514.3333333,10,4,2004,FIFA World Cup qualification,23.91666667,-23.91666667
Benin,Egypt,3,3,122.0833333,33.16666667,388.4166667,640.6666667,8,4,2004,FIFA World Cup qualification,88.91666667,-88.91666667
Cameroon,Ivory Coast,2,0,15.91666667,0,704.6666667,0,4,6,2004,FIFA World Cup qualification,15.91666667,-15.91666667
Liberia,Togo,0,0,113.3333333,94.58333333,412.4166667,475.5833333,3,3,2004,FIFA World Cup qualification,18.75,-18.75
Portugal,Greece,0,1,14.16666667,24.5,699.9166667,672.6666667,8,8,2004,UEFA Euro,-10.33333333,10.33333333
Thailand,Bahrain,0,2,65.16666667,53.75,538.8333333,561.4166667,9,4,2004,Friendly,11.41666667,-11.41666667
Malawi,Eswatini,1,2,105.6666667,0,438.5833333,0,7,7,2004,Friendly,105.6666667,-105.6666667
Peru,Bolivia,2,2,72,98.5,527,461.4166667,8,5,2004,Copa América,-26.5,26.5
Venezuela,Colombia,0,1,53.58333333,33.75,560.25,633.0833333,6,8,2004,Copa América,19.83333333,-19.83333333
Argentina,Ecuador,6,1,5,40.41666667,754.3333333,605.3333333,4,5,2004,Copa América,-35.41666667,35.41666667
Mexico,Uruguay,2,2,6.5,22.25,739.0833333,674.75,13,10,2004,Copa América,-15.75,15.75
Brazil,Chile,1,0,1,73.83333333,843.5833333,522.25,7,6,2004,Copa América,-72.83333333,72.83333333
Costa Rica,Paraguay,0,1,24.66666667,24.66666667,661.4166667,666.6666667,10,12,2004,Copa América,0,0
Malawi,Eswatini,1,1,105.6666667,0,438.5833333,0,7,7,2004,Friendly,105.6666667,-105.6666667
Thailand,Jordan,0,0,65.16666667,42.66666667,538.8333333,594.9166667,9,3,2004,Friendly,22.5,-22.5
Colombia,Bolivia,1,0,33.75,98.5,633.0833333,461.4166667,9,5,2004,Copa América,-64.75,64.75
Japan,Slovakia,3,1,22.75,57.58333333,672.3333333,553.8333333,10,6,2004,Kirin Cup,-34.83333333,34.83333333
Peru,Venezuela,3,1,72,53.58333333,527,560.25,8,6,2004,Copa América,18.41666667,-18.41666667
Argentina,Mexico,0,1,5,6.5,754.3333333,739.0833333,4,2,2004,Copa América,-1.5,1.5
China PR,United Arab Emirates,2,2,62.75,76.5,542.0833333,518.5,4,4,2004,Friendly,-13.75,13.75
South Korea,Bahrain,2,0,0,53.75,0,561.4166667,9,4,2004,Friendly,-53.75,53.75
Thailand,Trinidad and Tobago,3,2,65.16666667,68.41666667,538.8333333,532,9,8,2004,Friendly,-3.25,3.25
Uruguay,Ecuador,2,1,22.25,40.41666667,674.75,605.3333333,4,5,2004,Copa América,-18.16666667,18.16666667
Brazil,Costa Rica,4,1,1,24.66666667,843.5833333,661.4166667,7,7,2004,Copa América,-23.66666667,23.66666667
Paraguay,Chile,1,1,24.66666667,73.83333333,666.6666667,522.25,2,6,2004,Copa América,-49.16666667,49.16666667
Serbia,Slovakia,2,0,0,57.58333333,0,553.8333333,4,6,2004,Kirin Cup,-57.58333333,57.58333333
United States,Poland,1,1,0,27,0,656.25,13,9,2004,Friendly,-27,27
Malaysia,Singapore,2,0,117.1666667,113.5,400.9166667,416.3333333,4,2,2004,Friendly,3.666666667,-3.666666667
Peru,Colombia,2,2,72,33.75,527,633.0833333,8,8,2004,Copa América,38.25,-38.25
Venezuela,Bolivia,1,1,53.58333333,98.5,560.25,461.4166667,6,5,2004,Copa América,-44.91666667,44.91666667
Argentina,Uruguay,4,2,5,22.25,754.3333333,674.75,4,10,2004,Copa América,-17.25,17.25
Japan,Serbia,1,0,22.75,0,672.3333333,0,10,6,2004,Kirin Cup,22.75,-22.75
Mexico,Ecuador,2,1,6.5,40.41666667,739.0833333,605.3333333,13,5,2004,Copa América,-33.91666667,33.91666667
Brazil,Paraguay,1,2,1,24.66666667,843.5833333,666.6666667,7,12,2004,Copa América,-23.66666667,23.66666667
Costa Rica,Chile,2,1,24.66666667,73.83333333,661.4166667,522.25,10,6,2004,Copa América,-49.16666667,49.16666667
South Korea,Trinidad and Tobago,1,1,0,68.41666667,0,532,9,8,2004,Friendly,-68.41666667,68.41666667
China PR,Bahrain,2,2,62.75,53.75,542.0833333,561.4166667,4,4,2004,AFC Asian Cup,9,-9
Colombia,Costa Rica,2,0,33.75,24.66666667,633.0833333,661.4166667,9,7,2004,Copa América,9.083333333,-9.083333333
Peru,Argentina,0,1,72,5,527,754.3333333,8,9,2004,Copa América,67,-67
Angola,Botswana,1,1,81.16666667,109.6666667,507.1666667,424.8333333,5,5,2004,COSAFA Cup,-28.5,28.5
El Salvador,Guatemala,0,1,101.75,76.16666667,449.3333333,519.4166667,8,9,2004,Friendly,25.58333333,-25.58333333
Iraq,Uzbekistan,0,1,43,68.66666667,592.5833333,533.75,5,6,2004,AFC Asian Cup,-25.66666667,25.66666667
Mexico,Brazil,0,4,6.5,1,739.0833333,843.5833333,13,10,2004,Copa América,5.5,-5.5
Paraguay,Uruguay,1,3,24.66666667,22.25,666.6666667,674.75,2,10,2004,Copa América,2.416666667,-2.416666667
Qatar,Indonesia,1,2,59.08333333,94.16666667,550.1666667,474.8333333,6,5,2004,AFC Asian Cup,-35.08333333,35.08333333
Saudi Arabia,Turkmenistan,2,2,26.25,92.5,657.1666667,479.4166667,10,3,2004,AFC Asian Cup,-66.25,66.25
South Korea,Jordan,0,0,0,42.66666667,0,594.9166667,9,3,2004,AFC Asian Cup,-42.66666667,42.66666667
Kuwait,United Arab Emirates,3,1,57,76.5,555.25,518.5,8,4,2004,AFC Asian Cup,-19.5,19.5
Argentina,Colombia,3,0,5,33.75,754.3333333,633.0833333,4,8,2004,Copa América,-28.75,28.75
Iran,Thailand,3,0,0,65.16666667,0,538.8333333,5,2,2004,AFC Asian Cup,-65.16666667,65.16666667
Japan,Oman,1,0,22.75,58.83333333,672.3333333,551.8333333,10,6,2004,AFC Asian Cup,-36.08333333,36.08333333
Bahrain,Qatar,1,1,53.75,59.08333333,561.4166667,550.1666667,9,9,2004,AFC Asian Cup,-5.333333333,5.333333333
China PR,Indonesia,5,0,62.75,94.16666667,542.0833333,474.8333333,4,5,2004,AFC Asian Cup,-31.41666667,31.41666667
Uruguay,Brazil,1,1,22.25,1,674.75,843.5833333,4,10,2004,Copa América,21.25,-21.25
Turkmenistan,Iraq,2,3,92.5,43,479.4166667,592.5833333,4,8,2004,AFC Asian Cup,49.5,-49.5
Uzbekistan,Saudi Arabia,1,0,68.66666667,26.25,533.75,657.1666667,4,2,2004,AFC Asian Cup,42.41666667,-42.41666667
Jordan,Kuwait,2,0,42.66666667,57,594.9166667,555.25,5,4,2004,AFC Asian Cup,-14.33333333,14.33333333
Panama,Guatemala,1,1,113.8333333,76.16666667,411.6666667,519.4166667,8,9,2004,Friendly,37.66666667,-37.66666667
United Arab Emirates,South Korea,0,2,76.5,0,518.5,0,9,6,2004,AFC Asian Cup,76.5,-76.5
Colombia,Uruguay,1,2,33.75,22.25,633.0833333,674.75,9,10,2004,Copa América,11.5,-11.5
Oman,Iran,2,2,58.83333333,0,551.8333333,0,8,5,2004,AFC Asian Cup,58.83333333,-58.83333333
Thailand,Japan,1,4,65.16666667,22.75,538.8333333,672.3333333,9,5,2004,AFC Asian Cup,42.41666667,-42.41666667
Argentina,Brazil,2,2,5,1,754.3333333,843.5833333,4,10,2004,Copa América,4,-4
Bahrain,Indonesia,3,1,53.75,94.16666667,561.4166667,474.8333333,9,5,2004,AFC Asian Cup,-40.41666667,40.41666667
China PR,Qatar,1,0,62.75,59.08333333,542.0833333,550.1666667,4,9,2004,AFC Asian Cup,3.666666667,-3.666666667
Saudi Arabia,Iraq,1,2,26.25,43,657.1666667,592.5833333,10,8,2004,AFC Asian Cup,-16.75,16.75
Turkmenistan,Uzbekistan,0,1,92.5,68.66666667,479.4166667,533.75,4,6,2004,AFC Asian Cup,23.83333333,-23.83333333
Jordan,United Arab Emirates,0,0,42.66666667,76.5,594.9166667,518.5,5,4,2004,AFC Asian Cup,-33.83333333,33.83333333
South Korea,Kuwait,4,0,0,57,0,555.25,9,4,2004,AFC Asian Cup,-57,57
Honduras,Panama,0,0,52.91666667,113.8333333,561.6666667,411.6666667,8,1,2004,Friendly,-60.91666667,60.91666667
Japan,Iran,0,0,22.75,0,672.3333333,0,10,5,2004,AFC Asian Cup,22.75,-22.75
Oman,Thailand,2,0,58.83333333,65.16666667,551.8333333,538.8333333,8,2,2004,AFC Asian Cup,-6.333333333,6.333333333
China PR,Iraq,3,0,62.75,43,542.0833333,592.5833333,4,8,2004,AFC Asian Cup,19.75,-19.75
Uzbekistan,Bahrain,2,2,68.66666667,53.75,533.75,561.4166667,4,4,2004,AFC Asian Cup,14.91666667,-14.91666667
Japan,Jordan,1,1,22.75,42.66666667,672.3333333,594.9166667,10,3,2004,AFC Asian Cup,-19.91666667,19.91666667
South Korea,Iran,3,4,0,0,0,0,9,5,2004,AFC Asian Cup,0,0
Zambia,Mauritius,3,1,72,124.5,527.0833333,378.5833333,3,4,2004,COSAFA Cup,-52.5,52.5
Bahrain,Japan,3,4,53.75,22.75,561.4166667,672.3333333,9,5,2004,AFC Asian Cup,31,-31
China PR,Iran,1,1,62.75,0,542.0833333,0,4,5,2004,AFC Asian Cup,62.75,-62.75
El Salvador,Honduras,0,4,101.75,52.91666667,449.3333333,561.6666667,8,10,2004,Friendly,48.83333333,-48.83333333
El Salvador,Guatemala,0,2,101.75,76.16666667,449.3333333,519.4166667,8,9,2004,Friendly,25.58333333,-25.58333333
Iran,Bahrain,4,2,0,53.75,0,561.4166667,5,4,2004,AFC Asian Cup,-53.75,53.75
China PR,Japan,1,3,62.75,22.75,542.0833333,672.3333333,4,5,2004,AFC Asian Cup,40,-40
Uganda,Kenya,1,1,102.0833333,78.5,451.1666667,515.5,10,11,2004,Friendly,23.58333333,-23.58333333
Guatemala,Trinidad and Tobago,4,1,76.16666667,68.41666667,519.4166667,532,5,8,2004,Friendly,7.75,-7.75
Uganda,Rwanda,1,2,102.0833333,99.66666667,451.1666667,458.6666667,10,6,2004,Friendly,2.416666667,-2.416666667
Algeria,Burkina Faso,2,2,59.33333333,77.25,548.5833333,516.9166667,8,8,2004,Friendly,-17.91666667,17.91666667
Austria,Germany,1,3,77.83333333,11.83333333,515.3333333,718.9166667,4,4,2004,Friendly,66,-66
Canada,Guatemala,0,2,92.5,76.16666667,480,519.4166667,1,9,2004,FIFA World Cup qualification,16.33333333,-16.33333333
DR Congo,Mali,0,3,0,46.33333333,0,581.5,3,6,2004,Friendly,-46.33333333,46.33333333
Costa Rica,Honduras,2,5,24.66666667,52.91666667,661.4166667,561.6666667,10,10,2004,FIFA World Cup qualification,-28.25,28.25
Croatia,Israel,1,0,22.5,55.75,668.6666667,556.1666667,6,4,2004,Friendly,-33.25,33.25
Cyprus,Albania,2,1,100.6666667,90.5,453.8333333,486.9166667,5,6,2004,Friendly,10.16666667,-10.16666667
Czech Republic,Greece,0,0,6.583333333,24.5,747,672.6666667,5,8,2004,Friendly,-17.91666667,17.91666667
